date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Broccoli,Cabbage,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Lettuce,Limes,Mushrooms,Okra,Onion,Peaches,Pears,Peas,Peppers,Pineapple,Pomegranate,Potatoes,Pumpkin,Quince,Raspberries,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomato,Turnip,Watermelon
2011-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,100,0,0,0,26,0,0,0,100,0,0,0,0,0,0,0
2011-12-01,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,21,0,0,0,0
2012-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2012-02-01,7,0,0,0,0,7,0,0,100,100,0,0,0,0,0,0,0,0,0,9,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,21,0,0,0,0
2012-03-01,3,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,75,0,2,0,0,0,0,0,74,0,0,0,0,2,0,9
2012-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
2012-05-01,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,18,0,0,0,0,0,0,0,0,3,0,0
2012-06-01,0,87,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2012-07-01,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-01,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-09-01,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5
2012-10-01,2,0,0,0,0,6,4,0,0,0,0,100,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,5,0
2012-11-01,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,13,0,0,0,0,0,0,0,0
2012-12-01,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,13,0,0,0,0,0,0,0,0,0,5,0
2013-01-01,2,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0
2013-02-01,2,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-01,0,0,9,0,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2013-04-01,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,41,0,0,0,0,0,0,7
2013-05-01,0,0,0,0,0,9,0,0,0,0,0,0,100,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-01,2,0,9,0,0,4,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5
2013-07-01,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,3
2013-08-01,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2013-09-01,2,0,0,0,8,4,2,0,0,0,0,0,0,0,67,0,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,1,4,0
2013-10-01,2,0,8,0,0,7,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,19,1,6,9,0,0,0,0,2,0,0,0,1,0,0
2013-11-01,1,43,8,0,7,10,0,0,0,0,0,0,87,26,0,0,0,7,0,0,53,0,0,0,44,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,1,0,0
2013-12-01,3,0,0,0,0,12,2,0,0,0,0,0,0,24,0,0,0,7,0,0,49,0,3,0,39,0,0,0,0,0,0,0,100,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,3
2014-01-01,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0
2014-02-01,3,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,4,0,9,0,0,8,0,0,0,0,2,0,0,0,0,0,0
2014-03-01,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-01,1,0,7,0,0,4,0,0,0,0,0,0,0,0,0,47,11,7,0,0,0,0,0,5,38,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2014-05-01,0,0,0,0,7,3,2,0,0,0,0,0,0,0,0,0,0,6,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3
2014-06-01,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,7,32,2,0,0,0,0,0,0
2014-07-01,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,1,0,4
2014-08-01,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,8,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,5
2014-09-01,3,0,0,0,0,3,3,0,39,0,0,0,0,0,54,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-10-01,4,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,45,0,0,0,0,0,0,0,6,0,0,0,91,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2014-11-01,1,0,6,0,0,9,0,0,35,35,0,0,0,0,47,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,1,0,7,0,0,0,0,0,0,0,0,1,0,0
2014-12-01,5,0,6,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,0,0,4,0,0,3,0,7,0,4,0,0,0,0,0,2,7,0,0,0,5,0
2015-01-01,2,0,0,0,5,11,0,0,0,0,86,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,6,25,0,0,0,0,1,0,2
2015-02-01,1,0,0,0,6,5,2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,27,0,1,4,0,0,0,0,0,2,0,0,0,1,0,0
2015-03-01,1,31,0,0,0,5,0,0,0,0,0,42,0,0,88,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,7,1,4,0,3,0,0,0,0,0,7,0,1,0,2
2015-04-01,1,32,6,0,0,4,0,0,0,0,91,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
2015-05-01,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,7,0,99,0,2,2
2015-06-01,2,0,0,0,6,6,2,0,0,0,95,0,0,0,0,0,0,12,0,0,42,0,0,0,0,0,7,0,0,0,0,0,0,0,27,0,1,4,0,0,0,6,0,0,7,0,0,1,0,5
2015-07-01,0,31,0,0,0,7,0,0,0,32,0,0,0,0,0,0,9,0,0,0,39,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,4
2015-08-01,1,0,0,0,0,9,2,0,0,0,0,0,0,0,45,40,0,0,0,3,0,0,3,0,0,94,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,26,0,0,7,0,1,0,2
2015-09-01,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,57,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,1,0,0
2015-10-01,2,0,0,0,0,4,0,0,30,0,0,0,0,18,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,6,0,0,5,0,1,0,6,0,1,0,2
2015-11-01,1,0,5,81,0,4,2,0,30,0,0,0,0,0,41,0,0,0,73,3,0,0,0,0,45,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6,0,1,0,2
2015-12-01,1,0,5,0,0,4,0,0,0,0,80,0,0,0,0,0,0,0,0,0,35,0,2,0,29,0,0,0,0,0,4,0,0,0,0,13,0,0,6,0,0,0,23,0,0,0,0,0,2,0
2016-01-01,2,0,4,0,0,5,0,0,0,26,0,0,0,0,35,0,8,4,0,2,32,45,0,0,26,0,0,0,0,74,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0
2016-02-01,2,0,0,0,0,3,0,0,0,0,0,0,0,0,38,0,0,5,0,0,0,0,0,0,28,0,6,0,0,0,0,0,0,0,0,9,0,3,6,0,0,0,0,0,0,0,0,0,2,7
2016-03-01,2,0,0,0,0,3,1,0,0,0,75,0,54,0,0,0,8,5,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,3,22,6,0,3,0,0,0,0,0,0,0,6,0,0,0,2
2016-04-01,2,0,0,0,0,10,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,4,0,28,0,6,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,2,4
2016-05-01,2,0,0,0,0,5,0,0,0,28,78,0,0,0,38,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,0,0,0,22,1,0,0,0,0,0,2
2016-06-01,0,56,0,0,0,9,0,0,0,0,0,0,0,0,0,35,9,0,0,0,0,0,0,0,0,0,0,0,5,84,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
2016-07-01,0,28,0,80,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2016-08-01,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,1,0,4
2016-09-01,1,0,0,0,6,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,26,2,0,7,0,1,0,2
2016-10-01,3,0,0,0,5,8,2,0,0,30,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,13,1,4,19,3,0,0,24,3,6,0,0,0,0,2
2016-11-01,1,0,0,0,5,5,2,0,0,0,85,41,0,0,0,37,0,5,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,1,0,6,0,0,0,0,0,0,6,93,1,2,2
2016-12-01,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,6,0,0,0,0,0,73,0,0,0,0,5,0,0,0,0,0,0,0,0,87,0,2,0
2017-01-01,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,6,0,7,14,0,0,0,0,0,0,0,0,1,0,2
2017-02-01,1,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,9,5,0,0,36,0,0,0,30,0,0,0,0,0,4,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,90,1,2,2
2017-03-01,1,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,6,0,0,0,4,100,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0
2017-04-01,1,28,0,0,0,4,1,0,29,29,80,0,0,0,0,0,9,0,71,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,1,4,0,0,0,0,23,0,0,0,0,0,0,0
2017-05-01,1,0,0,0,0,6,2,0,0,0,0,0,64,0,0,0,9,6,0,0,39,0,3,0,0,0,0,0,0,0,4,0,0,0,0,7,0,4,0,0,0,0,0,0,7,0,0,0,2,0
2017-06-01,1,35,0,0,6,7,2,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,8,1,0,8,0,0,0,0,0,0,0,0,1,3,5
2017-07-01,2,35,6,0,6,5,0,0,37,0,0,0,74,0,50,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,5,0,0,0,7,0,0,0,0,0,1,0,0
2017-08-01,1,0,6,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,35,100,0,0,0,0,0,0,0,0,0,8,0,4,7,0,0,0,0,0,0,0,0,1,3,6
2017-09-01,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,11,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,4
2017-10-01,1,0,0,0,0,5,4,0,0,0,0,0,0,0,47,0,10,12,0,0,84,0,3,0,34,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0
2017-11-01,1,0,0,0,6,4,0,1,0,0,0,0,67,0,45,0,0,9,0,0,40,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,2,0,0,0,1,0,0
2017-12-01,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-01,1,0,0,0,5,5,0,0,0,31,0,0,0,0,0,0,0,5,0,6,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,7,1,0,0,0,0,6,0,0,0,0,0,0,2,2
2018-02-01,0,0,0,0,0,6,0,0,33,0,0,44,0,0,45,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,9,0,0,6,0,0,7,0,100,1,0,4
2018-03-01,0,0,0,0,0,14,0,0,0,0,87,0,0,0,0,0,0,5,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,7,0,4,6,0,0,6,50,0,0,0,0,1,2,0
2018-04-01,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,10,6,0,3,41,0,0,4,34,0,0,0,0,0,0,0,0,0,27,0,1,0,14,4,0,0,27,0,0,0,0,1,4,5
2018-05-01,1,0,6,94,0,5,2,0,0,0,0,0,69,0,0,0,10,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,87,4,0,15,0,4,0,0,0,0,27,0,0,0,0,0,3,3
2018-06-01,2,0,0,100,9,5,2,0,0,0,0,0,0,0,100,44,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,92,0,0,0,0,5,8,0,0,0,0,0,0,0,0,1,0,2
2018-07-01,2,0,0,0,6,8,0,0,0,0,0,49,0,0,50,0,0,6,0,3,0,0,0,5,37,0,8,0,0,0,0,0,0,4,0,0,0,14,11,0,0,0,0,0,0,0,0,0,0,6
2018-08-01,1,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,36,0,8,0,0,0,0,0,0,4,0,0,1,0,7,0,0,0,0,0,7,0,0,0,0,7
2018-09-01,1,0,0,0,0,3,0,0,37,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,7,0,0,7,0,2,0,0,0,2,0,2
2018-10-01,0,0,6,0,6,4,2,0,0,0,0,0,0,0,47,0,0,8,0,0,41,0,0,4,35,0,7,100,0,100,0,0,0,0,0,8,1,4,7,0,0,0,0,2,0,0,0,1,3,5
2018-11-01,5,0,6,0,6,4,2,0,36,36,100,0,0,0,0,0,11,12,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,0,10,0,0,7,0,2,0,0,0,1,3,5
2018-12-01,1,0,0,0,6,8,2,0,0,34,0,0,0,0,0,0,10,6,82,0,42,0,3,0,33,0,0,0,0,0,5,0,0,4,0,7,0,4,11,0,100,0,0,0,0,7,0,1,5,0
