date,Apple,Apricot,Asparagus,Avocado,Banana,Beans,Beets,Broccoli,Cabbage,Carrots,Cauliflower,Celery,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Kumquat,Lemons,Lettuce,Limes,Mushrooms,Okra,Onion,Oranges,Passion Fruit,Peaches,Peas,Peppers,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Raisins,Romaine Lettuce,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tomato,Watermelon,Yams,Cassava
2012-02-01,6,32,0,8,7,16,0,0,0,0,0,0,0,0,0,0,0,18,0,0,36,0,0,0,25,0,0,0,0,0,0,0,0,0,0,20,0,21,0,0,0,11,0,0,0,0,21,34,26,0,0,11,53,0,0
2012-03-01,12,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,47,0,0,0,0,9,24,0,0,10,0,0,0,0,0,0,0,19,30,21,0,0,0,11,0,0,0,0,0,32,0,0,25,0,0,36,0
2012-04-01,6,0,35,0,10,11,0,15,0,0,0,0,0,0,0,0,0,18,0,12,0,0,0,10,0,0,100,0,0,12,0,12,0,0,0,0,0,22,0,0,0,0,0,25,0,0,0,0,0,0,79,0,0,0,0
2012-05-01,13,34,0,0,8,11,0,15,0,0,0,41,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,11,78,0,0,13,0,0,0,21,0,46,0,0,50,18,0,0,0,0,0,0,0,0,0,0,0,40,0
2012-06-01,21,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,35,0,0,0,0,100,43,0,0,0,0
2012-07-01,8,0,43,0,0,0,0,0,0,0,0,0,0,26,0,0,0,21,0,15,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,27,0,36,0,28,0,15,0,0,0,0,31,0,32,0,0,0,0
2012-08-01,10,0,0,8,7,0,0,22,0,0,0,0,14,22,0,23,0,0,0,13,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,22,0,0,0,11,0,0,0,0,0,0,0,0,27,0,0,0,0
2012-09-01,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,12,29,0,0,0,84,0,0,0,0,0,0,0,0,25,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0
2012-10-01,17,0,0,0,7,10,0,0,12,0,32,36,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19,0,20,0,27,44,17,0,0,0,0,0,0,24,0,24,0,0,35,45
2012-11-01,8,0,0,0,10,10,0,14,0,0,32,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,19,0,20,0,0,0,16,0,12,0,22,20,0,0,0,25,10,0,0,0
2012-12-01,10,0,33,7,10,0,0,0,0,0,31,0,0,0,0,0,0,16,0,11,34,0,0,0,0,0,0,10,0,0,0,11,0,0,0,19,0,20,0,0,0,10,0,0,20,21,0,0,24,0,24,0,0,0,0
2013-01-01,12,0,0,0,6,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,10,24,0,0,35,0,19,0,25,0,13,0,11,0,0,18,0,22,0,0,0,0,0,42
2013-02-01,6,0,0,0,10,10,0,0,12,0,0,0,0,0,0,0,0,0,0,11,33,29,0,0,23,0,0,10,0,0,0,0,0,0,0,19,0,20,0,0,0,10,0,0,0,21,0,0,35,0,0,0,48,0,0
2013-03-01,0,0,0,0,0,8,0,11,0,0,0,0,0,0,7,0,0,0,0,29,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,17,0,40,48,21,17,0,0,0
2013-04-01,10,0,0,0,6,8,0,0,0,6,0,0,0,0,0,18,0,0,0,19,0,0,0,0,0,0,0,0,0,10,0,9,0,9,0,0,0,0,0,22,0,0,0,9,0,0,16,0,19,46,20,8,20,0,0
2013-05-01,12,0,0,11,16,8,0,11,0,0,25,29,0,0,0,17,0,13,36,12,27,24,0,0,18,0,0,8,0,9,0,0,0,9,0,0,0,16,0,0,35,11,100,0,16,0,16,0,38,0,19,8,19,0,0
2013-06-01,10,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,27,0,10,0,0,0,0,19,0,0,8,0,0,0,0,0,19,0,16,0,17,0,0,0,0,0,0,0,18,16,0,30,47,20,0,20,0,0
2013-07-01,7,0,0,0,5,8,32,0,9,0,0,0,10,0,0,17,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,16,0,0,0,8,0,0,0,0,0,0,19,0,38,8,0,0,0
2013-08-01,6,0,0,5,5,7,0,10,9,11,0,0,0,15,0,16,0,12,0,17,0,23,0,0,18,0,0,0,0,9,0,0,0,0,0,29,0,0,100,0,0,12,0,0,0,0,31,0,18,0,18,8,19,0,0
2013-09-01,5,0,0,5,16,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,23,0,14,0,0,0,8,0,0,0,0,0,0,0,15,0,16,0,0,0,8,0,9,0,0,0,0,18,0,19,0,0,0,0
2013-10-01,9,0,0,0,0,7,30,0,0,0,0,0,0,0,0,16,0,0,0,8,0,22,0,0,0,0,0,7,0,0,89,0,19,9,0,14,0,15,0,0,0,8,0,17,0,0,14,0,17,0,18,0,18,25,0
2013-11-01,10,0,0,0,5,7,0,10,0,0,0,0,0,0,0,16,49,0,0,8,0,0,0,7,17,0,69,0,100,9,0,0,0,0,0,14,0,15,0,0,0,8,0,0,0,0,0,0,0,41,36,0,0,26,0
2013-12-01,12,0,0,5,7,0,0,0,8,0,0,0,0,0,0,15,0,0,0,8,0,0,32,0,0,21,0,0,48,0,0,8,19,16,0,13,0,28,0,19,31,12,0,0,21,0,0,0,17,40,17,0,0,25,0
2014-01-01,8,0,0,5,7,19,0,0,0,0,0,0,8,0,0,28,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,18,0,0,0,0,0,13,0,0,0,0,13,0,31,0,24,10,0,0,0
2014-02-01,8,0,22,0,7,7,0,0,0,0,0,0,0,0,0,15,0,11,0,8,0,21,31,0,0,21,0,7,0,0,0,8,0,8,0,18,0,14,0,0,0,7,0,8,14,0,28,22,17,0,0,7,17,0,0
2014-03-01,11,0,0,0,4,0,0,0,7,0,20,0,8,0,0,0,0,10,0,7,0,0,0,0,15,0,0,0,0,0,0,0,17,7,0,18,0,19,0,0,28,10,0,7,0,0,25,0,30,0,30,19,0,22,0
2014-04-01,4,0,0,5,4,6,0,9,8,0,0,0,0,0,5,0,0,10,0,7,0,19,0,6,15,0,0,13,0,0,0,0,0,0,0,12,0,0,0,0,28,16,0,0,0,0,13,0,0,0,32,6,0,0,0
2014-05-01,6,0,0,5,5,0,0,9,0,0,21,23,0,0,0,0,0,0,0,8,22,0,0,0,31,0,62,13,0,8,0,7,0,8,0,13,0,0,0,18,0,21,0,8,0,0,13,0,0,37,16,7,16,0,0
2014-06-01,4,0,0,0,5,7,0,10,9,0,23,0,0,0,0,0,0,12,0,8,0,22,0,0,0,0,0,7,0,8,0,0,19,0,0,0,0,22,95,0,0,13,0,0,0,0,29,0,17,0,18,11,18,0,0
2014-07-01,4,19,0,5,7,13,0,0,0,0,0,23,0,0,0,14,0,0,0,0,22,0,29,0,15,0,0,6,44,8,0,0,0,7,0,12,38,13,0,18,29,9,0,0,13,0,13,0,15,36,16,6,32,23,0
2014-08-01,9,0,20,0,9,12,26,9,0,0,0,0,0,0,0,14,0,10,0,7,0,0,0,12,15,0,0,6,0,0,77,0,0,7,0,12,0,0,0,0,0,10,0,0,12,14,13,0,15,0,0,6,0,0,29
2014-09-01,9,19,0,4,13,8,0,0,0,0,0,0,0,13,0,14,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,15,0,0,19,0,0,0,28,17,0,7,0,0,13,0,15,0,15,9,23,0,0
2014-10-01,7,0,0,4,4,6,25,0,0,0,0,0,0,12,0,26,0,0,0,14,0,0,27,0,14,18,0,6,0,0,0,0,0,0,0,11,0,0,0,0,27,13,0,10,0,0,12,0,0,34,30,6,30,0,0
2014-11-01,5,0,0,0,4,6,0,0,7,5,0,0,0,0,0,13,0,0,0,14,0,0,0,0,15,0,0,6,0,0,0,0,0,7,0,12,18,0,0,17,28,20,0,7,0,0,31,0,15,0,23,6,0,0,0
2014-12-01,8,0,0,0,4,6,40,9,0,0,0,23,0,0,0,14,0,11,0,7,0,0,0,9,15,0,0,6,0,0,0,14,0,0,0,12,19,13,0,0,0,7,0,11,0,0,13,0,15,0,16,0,16,23,0
2015-01-01,14,0,0,4,4,12,36,0,0,0,0,21,8,0,0,13,0,0,0,14,0,18,0,0,27,0,0,0,40,0,0,0,16,20,0,17,17,0,0,0,0,14,0,0,0,0,23,0,14,0,29,6,0,0,0
2015-02-01,9,0,0,0,7,13,0,9,0,0,0,0,0,0,5,27,0,0,29,0,0,19,0,0,15,0,0,12,0,7,0,0,0,0,0,0,19,19,0,0,0,10,0,0,0,0,0,20,0,0,31,6,0,0,0
2015-03-01,8,18,0,8,4,6,24,8,7,0,19,0,8,0,5,0,0,0,27,0,0,0,0,0,21,0,0,6,0,7,0,0,0,0,0,11,0,12,0,0,26,14,0,7,0,0,12,0,28,0,0,12,22,0,0
2015-04-01,4,0,0,4,8,9,0,17,0,0,19,0,0,0,0,13,0,15,27,7,0,18,0,0,0,0,0,6,0,0,0,0,0,0,0,23,0,12,0,0,0,16,0,7,0,0,0,0,14,34,15,6,0,0,0
2015-05-01,10,0,0,4,7,6,25,8,0,0,0,0,0,0,5,13,0,0,29,0,21,18,0,0,14,0,0,6,0,0,0,0,0,7,0,30,18,19,0,17,0,6,0,7,0,0,21,0,44,0,45,6,15,0,0
2015-06-01,6,0,0,0,7,8,0,9,0,0,0,0,8,0,0,0,0,0,0,15,21,0,0,6,0,0,0,6,0,7,0,7,0,7,0,24,19,13,0,0,0,7,0,7,0,0,13,0,30,36,23,6,16,0,0
2015-07-01,8,0,19,0,7,6,0,0,0,0,0,21,8,12,0,19,0,10,0,7,0,0,0,0,20,0,0,11,0,0,0,0,0,7,0,11,0,12,0,0,26,10,0,0,0,0,23,19,14,33,0,12,29,0,0
2015-08-01,5,0,0,10,8,6,0,0,0,4,0,21,0,0,0,13,0,19,0,0,0,0,0,5,14,0,56,8,0,0,0,0,16,0,0,11,0,0,0,0,0,12,0,7,0,38,0,0,28,0,22,6,22,0,0
2015-09-01,12,0,0,6,4,9,0,8,0,4,19,0,0,0,0,13,0,0,0,0,0,0,0,6,0,0,0,6,0,7,0,0,0,7,0,11,18,12,0,0,27,13,0,0,12,0,18,0,0,0,15,6,22,21,0
2015-10-01,7,0,0,6,9,6,0,8,0,4,0,0,0,0,5,12,39,0,0,7,0,17,0,8,0,0,0,0,0,0,71,0,16,13,0,22,0,12,0,0,0,9,0,0,12,0,12,0,14,33,0,17,14,0,0
2015-11-01,4,0,0,4,8,6,0,0,7,0,19,0,0,0,0,39,0,20,28,7,0,18,0,6,14,0,0,12,0,0,0,0,16,7,0,17,0,12,0,0,27,13,0,14,0,13,12,0,15,0,30,0,15,0,0
2015-12-01,5,0,0,13,10,0,25,8,0,0,0,0,0,12,0,27,0,0,28,7,0,0,0,0,0,0,0,6,0,0,0,0,17,7,0,12,18,12,0,0,0,19,77,14,25,13,12,20,29,35,0,6,15,0,0
2016-01-01,7,0,0,4,4,6,0,0,0,5,0,0,0,0,0,0,0,10,28,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,12,0,21,80,0,0,9,0,0,12,0,12,0,15,0,30,0,30,0,0
2016-02-01,7,0,0,0,7,0,0,9,8,0,20,0,0,0,0,14,0,0,29,7,0,0,0,6,22,19,0,6,0,8,0,0,0,0,0,12,19,19,0,0,0,16,81,0,0,0,0,0,15,0,16,6,16,0,0
2016-03-01,10,0,0,4,6,8,49,0,0,0,19,21,0,12,5,0,0,10,0,7,0,0,0,5,0,0,0,6,0,0,0,0,0,7,0,15,0,12,78,0,0,6,0,7,12,0,0,0,28,0,0,12,15,0,27
2016-04-01,6,0,0,0,10,6,0,0,0,9,40,0,0,0,5,14,0,10,0,7,0,19,0,0,0,0,0,6,0,0,0,7,0,0,0,12,0,13,0,17,0,10,0,7,13,0,21,0,15,0,23,12,46,0,0
2016-05-01,6,19,0,4,4,6,0,0,7,5,0,23,0,25,0,13,0,10,29,7,0,0,0,0,22,0,0,6,0,7,76,0,0,7,0,12,0,25,0,0,0,11,78,0,13,0,0,0,0,0,0,0,15,0,0
2016-06-01,10,0,0,5,9,0,0,9,0,5,0,0,0,0,0,0,0,11,0,0,22,19,0,0,15,0,0,6,0,0,80,15,0,8,97,19,0,13,0,0,0,9,0,8,0,0,13,21,23,0,16,0,32,0,30
2016-07-01,4,0,0,0,7,0,0,18,0,0,0,0,9,0,0,15,0,11,0,16,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,19,0,14,0,0,0,11,0,8,0,0,27,0,0,0,17,0,17,0,0
2016-08-01,4,0,0,5,9,0,0,9,8,0,0,0,0,0,0,15,0,11,0,0,0,0,0,6,0,0,64,13,0,0,0,0,0,0,0,0,0,28,0,0,0,7,0,8,0,0,0,22,33,0,33,7,33,0,0
2016-09-01,6,0,0,0,5,7,29,0,0,0,0,0,0,0,0,15,0,23,0,8,0,0,0,13,0,0,0,7,0,8,0,0,0,0,0,26,0,28,0,0,0,7,0,0,0,0,0,22,34,0,0,7,17,0,0
2016-10-01,11,0,0,5,6,10,28,14,0,5,0,25,0,0,6,0,0,11,0,8,0,21,0,0,48,42,0,7,0,8,85,0,0,12,100,0,0,14,0,19,0,19,0,16,0,0,23,0,17,0,0,0,17,0,0
2016-11-01,12,0,0,0,14,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,8,0,0,18,0,0,13,0,21,90,0,31,11,0,8,0,0,0,0,33,0,17,0,33,0,0
2016-12-01,9,0,0,5,8,10,28,0,8,5,0,0,17,14,6,15,0,0,0,15,46,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,19,0,21,0,0,14,0,14,0,16,38,33,0,0,24,0
2017-01-01,7,0,0,0,4,6,26,9,0,0,0,23,0,0,0,14,0,0,0,7,21,19,29,6,15,19,0,6,0,7,0,0,17,0,0,24,0,19,0,0,0,9,0,7,13,0,0,20,30,36,16,6,16,0,0
2017-02-01,10,0,0,0,9,14,0,0,0,0,0,25,9,0,0,15,0,11,0,8,23,0,0,0,16,0,0,7,0,8,0,0,18,8,0,27,0,14,0,0,0,7,0,8,14,0,14,0,0,0,0,7,17,0,0
2017-03-01,11,0,0,4,6,6,0,9,15,10,0,23,0,13,0,14,0,0,0,7,0,19,0,0,15,0,0,6,44,0,0,0,0,0,0,12,0,26,0,0,0,24,81,7,0,0,13,0,20,0,16,0,0,0,29
2017-04-01,14,0,0,0,5,7,0,0,0,0,21,0,0,13,0,15,0,0,31,8,0,0,0,0,24,0,0,10,0,8,0,0,0,8,0,26,0,13,0,0,0,7,0,8,41,0,0,22,0,38,16,10,41,0,0
2017-05-01,11,0,0,5,10,14,29,0,8,0,0,0,9,0,0,15,0,0,0,12,0,21,31,6,16,0,0,0,47,8,0,8,19,12,0,20,0,35,90,0,0,11,0,0,14,15,14,0,33,0,25,10,17,24,0
2017-06-01,6,0,0,0,10,7,29,14,0,0,0,25,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,14,0,0,31,11,0,16,14,0,0,0,17,0,34,7,17,0,32
2017-07-01,4,0,0,5,5,14,29,10,0,5,0,0,14,0,0,15,0,11,0,8,0,43,0,6,16,0,0,7,0,0,0,0,19,8,0,20,0,21,0,0,31,0,0,8,0,0,14,0,17,0,34,14,17,0,0
2017-08-01,19,0,0,0,7,7,0,0,0,0,0,0,0,14,0,29,0,11,0,12,0,0,0,0,16,0,0,0,0,8,0,8,0,8,0,13,0,0,0,0,30,21,0,0,0,0,14,0,0,0,50,13,25,23,0
2017-09-01,5,0,0,7,5,9,28,14,0,0,0,0,0,0,0,15,0,11,0,0,47,21,0,0,0,0,0,10,0,0,0,0,0,12,0,13,0,14,0,19,0,11,0,8,0,15,0,0,17,0,17,21,17,0,0
2017-10-01,9,0,0,0,7,13,0,9,0,5,21,0,0,14,0,0,0,22,0,8,0,21,0,0,16,0,0,7,0,0,0,8,0,12,0,13,20,14,0,0,30,19,0,16,0,0,27,0,48,0,50,13,0,0,31
2017-11-01,8,0,0,5,6,17,0,9,8,0,21,0,0,0,0,14,0,11,0,23,0,0,30,6,16,20,0,10,0,0,0,0,0,8,0,0,20,0,0,0,0,7,85,8,0,0,20,0,24,0,33,0,16,36,0
2017-12-01,7,20,0,0,5,7,0,9,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,31,20,0,0,0,0,0,8,18,8,0,19,20,0,0,0,30,21,84,0,0,0,13,0,16,0,0,0,17,24,0
2018-01-01,12,0,0,4,7,0,25,8,7,4,0,21,0,12,5,13,0,10,0,7,0,18,0,0,0,0,0,9,0,7,73,7,16,0,0,11,0,12,0,0,26,8,0,0,0,0,12,0,0,34,0,15,15,21,0
2018-02-01,8,0,22,5,12,10,0,9,8,0,0,24,9,13,0,14,0,0,0,15,0,0,30,0,0,0,0,7,0,0,0,0,0,8,0,13,0,14,0,0,0,11,0,16,13,0,13,21,21,0,16,0,0,0,0
2018-03-01,5,0,18,0,4,6,0,0,7,0,18,0,0,0,0,12,0,0,0,0,19,0,0,0,0,0,0,6,0,0,70,6,15,0,0,11,17,11,0,0,25,18,0,13,11,0,19,0,14,0,14,0,0,20,0
2018-04-01,7,0,0,6,4,8,24,8,0,4,0,0,0,12,5,12,0,28,0,7,0,0,0,0,13,0,0,6,0,0,0,6,0,0,0,22,0,17,75,0,0,8,0,13,0,12,11,0,27,65,14,11,28,0,0
2018-05-01,8,0,0,0,6,11,45,0,0,4,0,20,0,0,5,18,0,0,0,0,18,16,0,0,13,0,0,5,37,0,100,0,0,6,0,21,0,11,0,0,0,9,0,6,0,0,11,0,0,0,27,11,13,0,0
2018-06-01,5,0,0,6,5,11,22,7,6,4,0,20,0,0,0,24,0,9,0,9,18,0,0,10,13,0,0,7,0,0,67,6,0,0,0,10,0,0,0,0,24,6,0,0,0,12,15,17,13,0,13,5,13,19,0
2018-07-01,5,0,0,0,7,8,0,0,6,0,17,0,7,0,0,23,0,9,24,8,0,0,0,5,12,0,49,5,36,0,0,12,14,6,0,10,16,10,0,0,0,20,0,0,10,0,10,17,0,0,13,10,26,0,24
2018-08-01,5,0,0,5,7,8,21,10,0,4,16,0,6,10,0,22,0,12,0,6,0,30,0,5,12,0,0,5,0,6,0,6,0,6,0,10,0,20,0,0,22,0,0,0,0,11,10,0,0,29,12,5,19,0,0
2018-09-01,6,0,19,8,6,0,24,8,0,0,18,0,0,0,5,0,0,19,0,20,0,18,0,0,0,18,0,17,0,0,71,0,0,7,0,11,17,0,0,32,0,14,74,7,0,13,18,19,14,0,14,0,28,0,0
2018-10-01,11,0,0,7,4,9,0,26,8,0,20,0,0,0,5,14,0,0,0,15,22,19,0,6,0,0,0,6,0,0,79,0,0,15,0,12,19,13,0,0,0,7,82,7,13,0,13,0,39,0,16,6,0,0,0
2018-11-01,4,0,0,5,4,0,0,9,0,0,20,0,17,0,0,0,0,21,0,7,0,19,0,12,0,19,0,11,0,0,0,0,17,8,0,25,0,13,0,18,0,17,0,0,0,14,17,0,0,0,16,0,47,46,0
2018-12-01,7,0,0,4,10,9,26,0,8,0,0,23,16,0,0,14,0,0,29,7,0,0,0,6,0,0,0,12,0,0,0,7,0,7,0,12,19,17,0,0,0,15,0,7,13,28,0,20,0,0,0,6,15,0,0
