date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carrots,Cauliflower,Celery,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Iceberg Lettuce,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Loquat,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangerines,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2014-04-01,9,3,0,0,4,6,5,0,0,8,0,6,28,8,0,2,16,0,0,0,12,0,2,0,0,0,7,0,6,0,3,4,0,3,2,45,0,6,0,0,11,0,8,0,12,0,1,0,0,4,5,17,11,11,2,3,3,4,0,0,4,0,0,5,0,0,0,2,0,59,0,0,0,17,10,6,0,2,11,2,4,12,5,31,0
2014-05-01,6,8,0,0,3,7,4,13,0,0,0,7,0,4,4,2,21,4,0,100,8,3,2,0,4,0,7,2,2,4,4,2,21,4,0,21,0,5,0,0,10,0,0,6,7,0,0,0,15,12,0,0,5,10,0,4,0,2,0,7,4,0,0,0,0,0,0,1,0,0,0,10,0,9,0,4,0,1,10,3,4,7,9,0,0
2014-06-01,8,3,1,0,2,8,3,14,0,0,0,9,0,0,0,1,0,4,8,0,12,0,3,2,9,3,0,2,1,0,2,2,0,2,0,23,0,0,0,2,2,0,0,0,12,0,3,0,0,4,0,0,6,11,2,2,0,2,0,0,3,0,14,3,0,0,0,2,0,0,0,0,0,7,16,0,0,2,11,3,4,0,7,0,0
2014-07-01,9,4,1,0,4,7,2,0,29,4,0,4,0,4,0,1,0,4,18,0,0,6,3,2,4,0,0,2,5,0,6,2,0,3,0,0,0,0,0,0,0,31,0,0,16,0,2,0,0,4,3,0,15,11,0,8,0,2,0,0,8,0,15,4,0,63,0,3,0,0,0,0,0,13,0,0,0,0,11,2,4,0,7,0,0
2014-08-01,11,3,1,0,3,6,2,14,0,4,0,13,0,4,0,3,0,0,0,0,8,3,2,0,4,0,7,4,2,0,4,0,0,4,0,0,0,0,60,0,8,0,8,0,16,5,0,0,16,0,0,17,11,0,0,2,3,2,10,0,7,0,14,2,0,0,0,0,0,0,7,0,0,7,0,0,0,3,21,2,0,8,3,15,0
2014-09-01,15,0,1,2,4,9,4,0,28,0,0,4,29,0,0,2,0,4,0,0,0,0,3,2,13,0,7,3,0,0,2,2,23,4,2,23,0,0,63,3,9,0,0,0,12,0,1,0,16,4,0,17,10,0,2,3,3,6,11,15,7,0,14,5,0,0,0,2,27,0,0,0,14,5,21,0,0,5,0,2,0,8,4,0,0
2014-10-01,20,3,1,0,2,8,6,14,0,4,45,6,0,0,0,1,11,4,0,0,17,3,3,0,8,0,7,2,1,4,4,3,0,5,0,0,0,6,0,0,5,0,0,0,16,0,2,0,0,4,3,0,9,0,2,2,3,4,11,14,4,0,14,5,0,0,0,2,0,0,0,0,0,24,0,4,0,2,0,3,4,0,3,0,0
2014-11-01,11,9,1,0,3,9,5,29,0,0,0,4,29,4,4,1,11,4,8,0,17,3,2,2,4,3,0,0,1,0,4,2,0,3,0,23,0,6,0,0,4,0,0,0,13,0,0,0,0,9,5,0,6,11,2,5,5,6,11,7,10,0,0,5,0,61,0,3,0,30,7,0,14,10,0,4,0,3,0,2,13,8,4,0,0
2014-12-01,15,3,0,0,3,11,6,19,0,4,0,7,0,0,0,1,11,4,0,0,8,3,2,0,8,6,0,2,2,4,2,4,22,6,0,0,0,6,60,0,8,0,0,0,8,0,1,0,15,4,0,17,11,0,0,7,3,2,10,11,7,0,20,6,0,0,0,4,0,0,0,0,0,10,21,4,6,2,10,2,4,0,3,0,0
2015-01-01,9,0,1,3,1,8,3,13,0,8,0,10,0,6,0,1,20,0,0,0,0,0,2,0,5,3,13,0,2,12,3,3,0,2,0,31,0,5,0,0,3,0,0,0,10,5,1,0,0,0,0,15,5,0,4,2,3,5,0,7,7,0,0,3,0,0,0,3,12,0,0,0,0,0,13,4,5,2,16,2,4,0,3,0,0
2015-02-01,7,0,1,2,3,7,5,14,0,0,22,7,0,4,0,2,0,4,0,0,0,6,3,0,8,3,7,2,2,0,2,2,0,5,2,44,0,0,0,0,5,0,8,0,8,0,0,0,0,8,0,0,11,11,2,3,3,7,10,7,2,0,14,4,0,0,0,0,13,29,0,0,0,6,10,0,0,2,0,2,4,8,3,0,0
2015-03-01,10,0,1,2,4,7,6,26,0,4,0,8,0,0,4,1,10,4,8,0,8,3,2,0,6,0,9,0,3,0,3,0,0,3,2,0,0,5,0,0,10,0,0,0,17,0,1,0,15,6,5,0,11,10,0,5,3,4,10,0,2,0,13,5,0,0,0,0,0,27,7,0,0,14,0,4,5,2,0,2,0,7,4,0,0
2015-04-01,8,3,1,2,4,8,4,13,0,0,21,4,27,0,4,2,0,6,0,0,8,3,3,2,10,0,7,2,2,4,4,3,0,6,0,21,26,5,0,0,3,0,0,3,22,0,0,0,15,4,0,0,11,0,0,2,6,3,10,7,6,0,13,5,0,0,0,0,0,0,0,0,0,5,10,4,8,2,0,3,8,0,5,0,0
2015-05-01,10,3,1,2,3,7,4,0,0,0,0,4,25,7,7,3,0,4,0,0,7,0,3,0,7,3,6,0,4,4,2,3,0,2,0,0,0,0,0,0,9,0,0,0,14,0,3,0,0,7,4,0,12,9,2,9,0,3,9,12,5,0,12,2,0,0,0,2,11,0,0,9,0,11,14,4,0,1,0,1,4,0,8,0,0
2015-06-01,12,9,1,0,2,9,5,19,0,0,0,4,0,4,4,2,10,4,8,0,0,0,2,0,10,0,0,0,2,0,5,3,21,2,2,41,0,5,0,2,4,0,0,0,12,0,0,0,14,8,5,0,7,10,0,2,0,4,15,7,4,0,19,2,0,0,0,3,0,27,0,10,0,11,10,4,5,3,0,4,4,7,10,0,0
2015-07-01,9,3,0,0,5,11,5,0,0,3,19,5,0,3,4,1,9,3,0,0,17,0,1,0,7,0,0,3,2,0,3,2,19,4,2,19,0,5,0,2,6,0,7,0,30,0,0,0,0,5,2,0,6,0,2,3,0,2,9,0,6,0,11,3,0,0,0,2,11,0,0,0,0,4,9,3,0,2,9,2,3,6,5,0,0
2015-08-01,8,3,0,2,4,7,5,0,22,0,0,7,0,3,3,2,0,7,7,0,7,2,2,0,3,2,0,3,2,0,3,3,37,6,2,0,0,5,49,0,7,0,0,3,25,4,1,0,0,3,2,14,5,9,0,4,5,3,0,9,6,0,11,4,46,0,0,0,0,0,0,0,0,9,14,7,0,1,0,2,3,6,3,0,0
2015-09-01,10,0,0,2,3,11,4,0,0,0,0,4,0,4,0,1,9,7,14,0,7,0,1,2,5,0,6,2,2,4,2,2,19,5,3,0,0,0,0,2,8,0,0,0,17,0,3,0,0,4,2,0,7,0,0,2,3,3,27,0,6,0,12,4,0,52,0,0,0,0,0,0,0,7,9,4,0,2,0,3,0,0,4,0,0
2015-10-01,12,0,0,2,3,14,5,12,0,3,0,5,24,0,0,1,9,4,0,0,17,0,3,2,7,0,6,3,3,0,2,3,19,9,2,19,23,0,0,0,5,0,7,0,15,0,2,0,0,6,0,14,8,9,0,5,0,5,9,12,9,0,24,5,0,0,0,1,0,0,0,0,0,6,9,5,0,3,0,3,4,0,3,0,0
2015-11-01,8,0,1,2,4,8,4,12,24,4,20,7,0,0,0,2,0,0,7,0,21,0,1,0,0,0,6,2,3,4,2,3,0,4,2,39,0,5,53,0,4,0,0,3,7,4,1,0,0,0,4,0,18,0,0,6,0,3,0,19,9,0,24,6,0,0,17,0,11,0,0,9,12,14,18,5,0,1,9,6,6,7,3,0,0
2015-12-01,10,0,1,0,5,10,5,12,0,0,0,5,0,5,4,5,10,4,0,0,7,0,2,0,4,0,6,2,1,0,2,2,20,6,0,0,0,0,0,2,7,0,7,0,7,0,1,0,14,4,4,0,10,9,0,4,3,3,0,16,8,0,0,5,100,0,0,2,0,0,0,0,12,13,19,6,5,5,0,2,0,7,5,14,0
2016-01-01,7,3,0,0,4,8,4,0,0,0,18,6,0,7,0,1,9,3,0,0,7,2,3,0,3,0,0,2,2,3,3,2,0,3,0,0,0,5,0,0,3,0,0,0,13,0,0,0,0,3,2,0,5,0,2,3,0,3,0,0,6,0,11,4,0,0,0,1,0,24,0,0,0,4,17,3,9,2,0,1,5,6,3,13,0
2016-02-01,7,0,0,2,3,3,5,15,0,0,0,7,0,3,0,1,9,7,0,0,0,2,1,1,3,2,6,3,3,4,2,2,19,3,2,18,0,5,0,2,6,24,0,0,17,0,1,0,13,3,2,0,5,0,2,4,4,4,9,6,6,0,11,1,0,0,0,1,0,24,0,9,0,11,9,0,0,2,9,3,7,6,2,0,0
2016-03-01,6,5,1,2,4,9,6,11,0,0,0,7,0,0,0,4,9,0,7,82,7,0,2,0,6,0,6,1,2,0,1,2,0,4,0,18,0,4,0,2,8,0,7,3,16,0,2,0,12,3,2,0,15,0,0,3,3,3,8,6,6,0,11,3,0,0,0,2,0,23,0,9,0,17,11,7,4,3,8,1,3,0,3,12,0
2016-04-01,8,4,1,0,3,10,5,12,22,3,18,6,0,0,5,2,0,6,0,0,14,2,3,0,7,0,6,1,2,0,3,3,0,5,0,18,0,5,0,2,4,0,0,0,19,0,2,0,13,3,0,0,9,0,0,4,3,2,9,6,6,0,0,1,46,0,0,2,0,0,0,9,0,7,17,0,9,1,9,2,0,13,3,0,0
2016-05-01,8,10,1,2,3,9,4,0,0,0,0,7,0,0,7,1,0,0,0,0,10,2,2,0,5,0,0,3,1,0,0,1,0,2,2,35,0,0,0,0,3,23,6,0,16,0,1,0,12,0,2,0,7,8,0,3,3,2,25,11,6,1,22,3,44,0,15,1,10,0,0,8,0,6,14,5,4,1,8,2,3,6,10,0,0
2016-06-01,7,8,0,2,1,9,5,0,0,0,19,4,24,3,4,1,0,4,0,0,21,3,2,1,7,0,6,0,2,0,5,2,0,4,0,0,23,0,0,0,2,0,0,3,13,0,1,0,0,7,2,0,10,27,0,3,3,3,9,6,8,0,12,1,0,0,0,2,0,0,0,0,0,10,18,7,5,1,0,4,5,0,6,0,0
2016-07-01,5,2,1,0,2,8,2,0,20,3,0,0,0,3,0,1,8,0,12,0,12,2,3,1,3,0,0,4,2,3,3,1,17,4,0,17,20,0,0,2,3,22,0,0,27,4,0,0,0,3,0,12,13,0,0,4,0,3,0,11,7,0,10,4,0,44,14,2,10,0,0,8,0,9,8,3,0,1,0,2,3,0,6,11,0
2016-08-01,7,3,2,2,4,8,3,0,0,3,0,5,0,6,3,2,8,0,7,0,16,0,2,1,5,0,6,1,1,3,4,1,18,4,0,18,21,0,0,0,3,0,0,0,16,0,0,0,12,4,2,13,19,0,2,2,0,4,8,6,6,1,0,3,0,0,0,2,0,23,0,0,0,6,0,3,4,3,8,1,0,0,3,12,0
2016-09-01,11,0,1,3,3,7,5,12,0,3,0,0,24,0,0,1,9,4,0,0,7,0,0,0,6,0,0,5,4,0,2,2,0,6,0,0,0,5,0,0,5,0,7,0,23,4,0,0,13,4,0,0,18,0,2,2,0,5,0,6,6,0,0,5,0,0,0,2,11,0,0,0,0,4,22,9,10,4,0,2,0,0,2,0,0
2016-10-01,6,3,1,2,2,11,6,12,0,3,0,7,0,10,0,2,9,3,7,0,14,0,3,1,7,0,0,4,0,0,2,4,19,9,0,19,0,5,0,2,2,24,7,0,11,0,0,0,0,10,0,0,8,0,2,7,3,5,9,21,7,0,11,4,0,0,16,0,0,0,0,9,0,0,9,10,0,1,0,2,5,6,2,0,0
2016-11-01,9,3,1,2,4,8,6,12,0,4,0,6,0,0,4,1,19,0,0,0,14,3,0,3,7,0,6,2,3,0,2,3,30,5,0,0,0,5,0,2,3,0,0,0,16,0,1,0,0,4,2,0,10,0,0,4,3,6,9,9,7,0,12,3,0,0,0,2,11,0,0,0,0,8,9,7,15,3,0,1,4,7,3,0,61
2016-12-01,10,3,0,0,1,8,6,12,0,0,0,7,0,0,0,1,9,0,7,0,7,0,4,1,0,0,10,0,2,0,2,3,19,2,2,0,0,5,0,0,2,0,7,0,20,4,1,0,0,7,0,0,5,0,0,6,3,5,9,6,5,0,12,2,0,0,0,4,0,0,0,9,23,12,9,7,5,1,0,3,4,13,3,0,0
2017-01-01,11,0,0,2,2,10,6,22,0,3,0,9,22,3,3,3,17,3,0,0,6,2,2,0,4,2,6,1,1,3,1,2,17,2,0,0,0,4,0,2,5,0,0,0,15,0,2,0,0,10,2,0,9,0,0,4,3,2,0,5,7,0,21,3,0,0,0,0,0,0,0,0,0,9,16,8,4,2,0,1,7,0,3,0,0
2017-02-01,9,4,1,0,4,9,5,0,0,0,19,7,23,3,4,1,9,4,14,0,17,2,1,1,9,0,6,3,2,4,4,3,28,6,3,0,0,5,0,0,3,0,14,0,33,0,0,0,13,7,2,0,13,9,2,3,0,2,18,6,4,0,12,3,0,0,16,1,0,25,0,0,0,7,12,0,7,2,0,2,4,6,2,0,0
2017-03-01,8,0,1,3,2,8,7,11,0,0,17,8,0,0,0,3,11,3,0,0,10,2,1,1,3,0,5,0,4,3,4,3,35,7,0,0,0,13,0,0,3,0,0,0,20,0,0,0,24,4,0,13,15,8,0,4,4,2,8,11,10,0,0,3,0,0,0,2,10,0,0,0,0,13,12,3,0,1,0,3,5,0,2,0,0
2017-04-01,8,0,1,2,3,10,6,17,0,0,0,5,23,7,3,1,15,0,7,0,7,2,3,1,3,5,0,1,6,0,3,3,0,5,2,0,0,0,0,0,5,0,0,5,38,0,1,0,13,0,2,0,12,9,4,3,3,2,17,12,6,0,0,2,0,0,0,1,0,24,0,9,0,7,14,7,0,0,9,1,3,13,4,0,0
2017-05-01,14,10,1,2,3,10,4,12,0,3,0,5,23,3,0,3,0,0,7,0,0,2,2,1,5,2,6,2,2,0,2,1,18,6,0,18,0,5,0,0,3,0,0,3,28,0,4,0,0,3,0,0,17,9,0,5,5,3,13,0,6,0,11,4,0,0,16,2,0,0,0,0,0,16,17,3,0,2,0,1,5,0,11,0,0
2017-06-01,6,7,0,3,4,8,5,0,0,11,0,9,25,0,4,1,10,7,7,0,14,3,1,2,5,0,13,2,2,4,5,2,20,3,0,0,0,0,0,2,3,0,0,0,25,0,2,0,14,7,0,29,18,0,2,4,0,2,0,0,5,0,24,3,0,0,17,1,11,0,6,9,12,10,18,4,15,2,9,4,4,7,7,14,0
2017-07-01,6,5,1,2,2,8,7,11,0,0,0,5,0,0,3,1,0,3,6,0,10,5,3,0,7,0,6,4,3,3,2,3,0,5,2,26,0,0,0,0,3,0,0,2,26,0,0,0,12,3,2,0,24,0,0,2,0,2,8,6,8,0,11,5,0,0,0,1,10,23,6,0,11,5,8,3,0,2,0,2,3,6,5,12,55
2017-08-01,10,8,0,2,4,7,5,0,0,0,0,6,46,3,0,2,0,7,10,0,7,0,3,1,10,2,0,5,1,3,3,2,0,6,0,0,0,5,0,0,3,0,7,0,28,0,2,90,0,3,4,0,14,9,2,4,0,3,9,12,10,1,11,2,0,0,0,2,0,24,0,0,0,5,9,3,5,3,9,3,3,0,6,0,0
2017-09-01,6,3,1,2,1,10,5,38,0,4,0,5,25,4,4,1,0,0,8,0,15,5,2,2,9,0,6,4,2,0,2,2,20,9,0,20,0,5,0,4,3,0,0,0,26,0,2,0,0,8,2,0,22,0,2,7,0,3,19,10,9,0,0,3,0,0,17,3,0,0,0,0,0,7,9,6,5,1,0,4,4,0,4,14,64
2017-10-01,7,3,1,2,2,13,6,13,0,0,0,6,26,11,8,0,20,8,0,0,11,3,2,2,12,0,0,2,4,4,4,3,21,6,2,20,0,5,0,2,4,0,8,0,29,0,1,100,0,8,0,0,10,0,0,6,0,4,0,16,9,0,19,4,0,0,17,0,0,27,7,0,0,7,19,8,0,3,10,2,4,0,3,14,0
2017-11-01,10,3,1,2,4,9,6,13,0,4,0,9,0,8,4,2,10,10,8,0,16,3,3,2,10,0,20,0,3,4,2,3,0,8,2,0,0,8,0,2,5,28,8,0,26,0,1,0,0,4,5,32,18,0,0,5,6,4,30,13,12,0,13,3,0,0,0,1,12,0,0,10,13,6,26,8,5,5,0,2,14,15,3,0,67
2017-12-01,7,3,1,0,3,8,7,13,0,0,20,6,0,5,0,1,10,8,8,0,22,0,0,3,11,0,6,3,2,4,2,5,0,5,2,20,0,10,0,0,2,26,7,3,23,0,1,0,14,7,2,30,12,0,0,4,9,3,0,13,9,0,25,3,0,0,17,1,11,0,0,0,0,9,9,4,8,4,9,3,4,0,2,14,0
2018-01-01,7,0,0,2,5,10,8,12,23,4,39,6,24,4,4,0,9,7,0,0,7,0,1,2,7,0,6,0,2,6,2,2,0,7,0,0,0,12,0,2,4,0,7,0,25,0,1,0,0,0,2,15,16,0,2,3,3,3,0,6,9,0,12,2,0,0,0,1,0,26,0,0,0,7,13,5,12,3,0,3,4,0,2,0,0
2018-02-01,6,0,1,0,3,12,5,14,0,0,0,8,55,4,0,3,11,4,8,0,16,0,2,2,7,0,21,2,4,4,2,3,22,3,0,22,26,5,59,0,5,0,0,0,15,0,1,0,0,10,5,0,9,0,2,5,3,5,0,10,8,0,20,3,0,0,0,2,0,0,0,10,13,5,15,4,8,3,10,1,4,8,5,0,0
2018-03-01,11,4,1,2,3,11,8,0,0,4,0,10,24,7,4,2,14,4,21,0,36,0,1,2,8,3,9,2,2,0,5,6,29,8,0,19,23,5,0,0,5,0,7,3,38,4,1,0,14,7,2,15,20,9,2,4,3,5,9,6,5,0,12,3,0,51,16,2,0,0,0,9,0,7,21,4,7,1,0,3,9,0,4,0,0
2018-04-01,11,3,1,0,5,11,6,32,0,0,0,4,25,4,4,3,10,0,0,0,7,5,3,0,11,0,6,3,3,4,4,2,27,9,2,60,0,12,0,0,11,0,8,3,42,0,1,0,0,7,2,0,9,10,0,4,3,5,0,13,9,1,13,3,0,0,0,3,12,0,0,0,0,9,19,0,10,1,0,2,4,7,9,0,64
2018-05-01,11,3,1,4,3,6,6,13,0,0,0,0,25,4,0,1,0,4,8,0,8,3,4,2,10,3,7,3,1,6,3,2,0,5,2,20,0,5,54,0,3,26,8,3,28,5,0,0,29,6,0,0,13,10,2,7,3,4,10,0,7,0,13,3,0,0,17,2,12,0,0,0,0,9,10,11,5,2,0,2,4,0,8,0,0
2018-06-01,7,0,0,2,1,6,6,0,0,0,0,9,24,0,4,2,9,7,0,0,14,3,2,2,5,0,6,2,1,4,2,2,19,3,2,38,23,5,0,0,4,0,0,0,27,4,3,0,13,4,0,0,13,0,0,3,4,4,18,6,5,1,12,3,0,0,0,2,11,0,0,0,0,8,9,4,5,1,0,2,4,0,7,0,0
2018-07-01,6,5,1,2,3,8,4,11,0,0,17,5,0,3,0,2,0,7,10,0,19,2,2,1,9,0,6,7,3,0,4,0,18,4,2,0,0,4,0,2,6,23,6,2,36,4,1,0,24,3,0,0,7,0,2,3,7,4,8,6,6,2,11,1,0,0,0,2,0,23,6,8,11,6,11,7,0,1,0,3,3,6,6,12,0
2018-08-01,5,6,1,2,5,12,6,17,0,3,0,3,0,5,0,2,9,3,14,0,20,0,4,3,3,0,12,3,2,7,2,5,37,10,0,19,0,0,49,0,8,24,0,0,41,4,1,0,13,9,0,0,23,9,2,4,3,5,9,6,9,0,17,5,46,0,0,1,0,24,6,0,11,8,9,5,0,1,0,5,3,6,5,13,59
2018-09-01,10,3,1,3,5,15,10,12,0,0,0,5,23,0,4,1,9,3,0,0,7,2,4,1,5,2,12,2,2,4,2,3,19,6,0,19,23,5,50,4,2,25,7,3,32,0,1,0,13,3,2,0,22,0,0,7,3,3,9,9,10,0,0,6,0,0,0,3,11,0,6,18,0,8,14,10,5,4,9,5,5,0,5,0,0
2018-10-01,20,4,1,3,4,15,9,16,0,0,0,9,23,5,7,2,18,7,7,0,17,5,3,1,9,0,6,3,2,4,4,5,19,9,2,19,0,0,0,6,5,0,0,0,28,0,0,0,0,3,2,0,31,0,2,3,3,5,18,24,5,0,12,15,47,0,16,2,11,25,0,0,11,18,17,7,7,2,9,5,5,6,3,0,0
2018-11-01,13,9,1,2,5,14,7,0,0,4,0,7,24,4,4,6,9,11,14,0,14,3,5,2,9,0,6,2,5,4,2,4,20,12,2,20,0,5,52,2,5,0,14,0,32,0,3,0,0,4,2,0,10,9,0,5,3,3,0,15,11,0,12,5,0,0,0,1,0,26,0,9,12,13,27,9,7,8,9,1,5,0,3,13,0
2018-12-01,14,5,1,2,3,14,8,23,0,3,36,19,0,3,3,2,12,7,0,0,14,5,3,0,10,2,9,4,3,0,4,3,19,8,2,19,0,9,100,0,6,24,7,0,38,0,1,0,0,7,6,0,11,9,2,6,4,2,9,0,19,0,11,7,46,0,0,5,11,0,0,17,11,21,23,12,9,6,8,5,5,13,5,12,0
