date,Apple,Apricot,Avocado,Banana,Beans,Beets,Broccoli,Cabbage,Carrots,Celery,Corn,Cranberries,Cucumber,Dates,Eggplant,Garlic,Grapefruit,Grapes,Greens,Guava,Kale,Lettuce,Okra,Onion,Passion Fruit,Peaches,Peas,Peppers,Pineapple,Plums,Potatoes,Romaine Lettuce,Spinach,Squash,Tomato,Watermelon,Yams,Cassava
2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-01,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-01,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,23,0,12,0,0,0,0,0
2012-04-01,34,0,0,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,63,22,0,0
2012-05-01,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,27,0,0,0,0,0,0,0
2012-06-01,39,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-01,0,0,21,12,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,26,0,14,0,0,0,0,0
2012-08-01,0,0,0,12,0,0,0,0,0,0,0,0,61,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-01,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-01,31,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-01,47,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-01,23,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-01,20,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,59,0,0,17,0,0,0,38,0,0,0
2013-02-01,22,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,100,0,0,0,0,0,0,0,0,0,19,0,10,0,0,0,0,0
2013-03-01,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-01,0,0,0,8,0,0,59,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,17,0,9,0,0,0,0,0
2013-05-01,41,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
2013-06-01,21,0,0,0,61,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0
2013-07-01,0,0,0,7,58,100,0,0,0,0,0,0,0,0,94,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
2013-08-01,26,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
2013-09-01,20,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-01,19,0,0,7,0,0,0,0,0,0,31,0,0,0,0,0,100,0,78,0,0,0,0,0,0,0,55,54,0,0,0,0,0,93,0,0,0,0
2013-11-01,0,0,0,7,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,14,83,0,0,0,0,0,0,55,9,0,0,0,0,0,0,0,0,0
2013-12-01,18,0,0,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,78,0,0,11,0,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0
2014-01-01,25,0,11,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,8,0,14,0,8,0,30,0,0,0
2014-02-01,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,23,0,0,0,33,0,0,0
2014-03-01,33,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
2014-04-01,16,0,0,6,0,0,0,21,0,0,0,0,32,0,0,0,0,0,0,0,73,10,0,0,12,0,0,48,0,0,0,0,7,0,0,0,0,0
2014-05-01,16,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,30,0,0,0
2014-06-01,16,0,0,6,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,8,0,0,0,0,0,0,11,0,0
2014-07-01,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,27,0,0,0
2014-08-01,13,0,0,0,0,0,0,0,28,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,42,0,7,0,0,0,0,0,52,0,0,0
2014-09-01,19,0,0,5,0,65,0,0,0,0,0,100,25,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,24,0,0,0
2014-10-01,13,0,0,0,0,0,38,0,25,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,37,0,0,0,0,6,0,24,8,0,0
2014-11-01,13,0,0,5,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,19,0,37,0,6,0,21,0,6,0,0,8,0,0
2014-12-01,17,0,0,5,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,0,0
2015-01-01,0,0,0,4,0,60,0,15,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-01,13,0,0,5,0,0,0,17,0,0,0,0,25,0,0,0,0,0,0,10,0,0,0,100,9,0,0,38,6,0,21,0,0,0,24,16,0,0
2015-03-01,11,100,0,0,66,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,50,7,0,0,0,0,33,33,0,0,10,0,0,0,21,0,0,0
2015-04-01,23,0,0,0,34,0,0,0,0,0,20,0,31,0,0,0,0,0,0,0,0,7,0,0,0,0,35,34,5,0,10,0,5,0,22,0,0,0
2015-05-01,23,0,0,6,0,61,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,26,0,0,0,5,40,10,0,0,59,22,8,0,0
2015-06-01,12,0,0,6,35,62,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,10,0,0,0,0,0,0,0
2015-07-01,11,0,0,4,0,0,0,0,23,100,0,0,0,0,56,0,0,0,49,13,0,0,0,0,0,0,34,0,5,0,20,0,0,0,21,0,0,0
2015-08-01,11,0,8,13,34,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
2015-09-01,12,0,0,9,35,0,0,15,0,0,0,0,0,0,0,0,65,0,0,9,0,0,0,0,0,0,35,0,0,0,15,0,10,0,0,8,0,0
2015-10-01,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,9,0,34,34,0,0,0,0,5,0,21,7,0,0
2015-11-01,16,0,0,14,0,0,0,0,0,0,0,0,0,0,58,5,0,41,0,0,0,0,0,0,0,0,0,35,0,0,10,0,0,0,22,8,0,0
2015-12-01,12,0,0,5,0,0,0,16,24,0,0,47,24,0,59,0,0,0,0,9,0,7,0,97,0,0,0,0,6,0,14,0,5,61,22,0,0,0
2016-01-01,10,0,0,8,0,0,0,0,20,0,0,0,21,0,0,0,0,0,0,0,0,6,0,0,16,0,61,0,0,35,9,0,5,0,0,7,0,0
2016-02-01,11,0,0,8,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,49,13,0,0,0,0,32,0,0,0,9,0,10,0,0,0,0,0
2016-03-01,15,91,0,0,0,0,0,13,20,0,17,0,20,0,0,0,0,0,0,8,0,6,0,0,7,0,30,0,5,0,9,0,0,0,19,13,0,0
2016-04-01,11,0,0,4,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,85,0,0,62,0,10,0,0,0,5,0,20,7,0,0
2016-05-01,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,35,0,0,0,0,0,0,0,0,0,30,0,0,18,0,5,0,39,7,0,0
2016-06-01,27,0,0,0,0,0,32,0,21,0,0,0,21,0,52,4,0,0,0,8,0,0,0,0,0,0,0,31,5,0,15,0,0,0,0,7,0,0
2016-07-01,15,89,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,7,0,30,0,5,0,9,0,4,0,19,6,0,0
2016-08-01,10,0,0,4,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,7,0,0
2016-09-01,0,0,15,4,61,0,31,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,19,7,0,0
2016-10-01,21,0,14,10,0,0,0,0,0,0,0,0,0,0,50,0,0,0,43,0,0,0,0,0,8,0,30,0,0,0,0,0,0,0,19,0,0,0
2016-11-01,10,0,0,4,91,0,30,0,0,0,17,0,20,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,18,0,0,0,19,0,0,0
2016-12-01,17,0,0,4,32,0,0,0,0,0,0,0,0,0,53,0,0,0,0,8,50,6,0,0,0,0,0,0,5,0,0,0,0,54,0,0,0,0
2017-01-01,10,0,7,6,0,0,0,0,0,0,0,0,0,0,0,4,56,0,0,8,0,6,0,0,0,0,0,0,5,0,9,0,0,0,28,0,0,0
2017-02-01,11,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,33,5,0,13,0,0,0,0,0,0,0
2017-03-01,10,89,0,8,60,0,30,13,20,0,0,0,20,0,0,0,0,0,0,8,44,6,0,0,0,0,0,0,9,35,0,0,0,100,0,0,0,0
2017-04-01,11,0,0,4,0,0,0,0,0,0,0,0,21,0,0,4,0,0,46,8,0,6,0,0,8,0,0,32,0,0,0,0,5,55,0,10,0,0
2017-05-01,38,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,9,57,5,0,0,0,0,0
2017-06-01,0,0,0,4,34,0,0,0,0,100,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,11,0,0,0,5,0,0,7,0,0
2017-07-01,0,100,0,0,0,57,0,0,0,0,19,0,33,0,0,0,0,0,0,9,50,0,0,0,8,0,0,0,8,0,24,0,0,0,21,7,100,0
2017-08-01,22,0,0,0,0,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,0
2017-09-01,11,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,59,0,0,8,0,6,0,0,8,0,0,0,5,37,9,0,5,0,20,7,0,0
2017-10-01,16,0,0,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,8,48,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0
2017-11-01,11,0,8,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,8,0,32,0,0,0,0,0,0,0,20,7,0,0
2017-12-01,12,0,0,9,0,0,0,15,0,0,20,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,36,35,0,0,10,0,0,0,0,0,0,0
2018-01-01,15,0,0,5,0,0,0,0,0,0,17,0,0,0,49,0,0,0,0,0,45,6,0,0,7,0,0,0,0,0,9,54,0,0,19,0,0,0
2018-02-01,20,0,0,6,30,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,6,0,0,8,0,30,0,0,0,0,0,0,0,19,0,0,0
2018-03-01,9,0,0,4,27,0,0,0,0,0,15,36,0,0,0,0,0,0,0,7,41,5,0,0,0,0,27,28,4,0,31,0,0,0,17,0,0,0
2018-04-01,10,84,0,4,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,42,6,100,0,0,0,0,0,0,0,8,0,4,0,18,6,0,0
2018-05-01,9,0,0,4,0,0,0,0,0,0,16,0,18,0,0,4,0,0,39,7,42,0,0,0,7,0,28,0,0,0,8,0,8,0,17,0,0,0
2018-06-01,16,0,7,7,28,0,0,12,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,8,0,0,0,0,6,0,0
2018-07-01,9,0,6,0,27,0,0,12,18,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,6,0,0
2018-08-01,0,0,0,5,78,0,0,12,0,0,0,0,0,0,44,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2018-09-01,10,0,7,4,0,0,0,0,38,0,0,0,0,0,93,4,0,0,0,0,0,0,0,0,0,0,29,0,0,33,0,0,0,0,0,6,0,0
2018-10-01,10,0,7,8,0,0,0,13,0,0,0,40,20,0,0,4,0,0,0,8,0,0,0,0,8,0,30,0,10,0,0,0,0,51,19,7,0,0
2018-11-01,24,0,0,0,29,0,0,0,0,85,0,0,0,0,0,4,0,0,0,7,44,9,0,0,7,0,29,0,7,0,8,52,0,49,0,6,0,0
2018-12-01,14,0,0,6,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,51,4,0,0,6,0,0
