date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Lychee,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radishes,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangerines,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2009-07-01,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-01,12,76,55,0,0,24,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0
2009-09-01,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,28,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,100,16,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,19,0,0,19,0,0
2009-10-01,14,0,0,0,0,20,0,17,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,38,0,0,15,0,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0
2009-11-01,32,0,0,0,0,14,0,18,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,27,0,0,0,0,61,0,93,15,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,100,0,0,0,0
2009-12-01,20,0,0,0,0,15,0,0,0,0,0,0,0,0,0,47,0,0,0,61,51,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,17,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-01,11,0,0,0,0,11,0,18,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-01,0,0,53,0,0,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
2010-03-01,0,0,0,0,29,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,54,0,61,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-01,11,0,0,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-01,11,0,0,0,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,64,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,18,0,0
2010-06-01,0,0,49,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
2010-07-01,10,65,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-01,10,0,0,0,0,15,0,17,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
2010-09-01,17,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-01,29,0,0,0,0,16,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,50,50,0,56,0,0,14,0,0,0,0,0,25,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0
2010-11-01,9,0,41,0,0,9,0,15,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,47,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-01,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-01,2,0,10,0,6,15,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,9,0,0,0,5,0,0,3,0,0,11,9,0,3,0,0,0,6,56,5,0,0,11,0,0,0,0,3,0,8,0,0,0,5,0,75,0,8,8,22,0,0,22,0,3,0,0,7,0,0
2011-02-01,4,0,10,40,6,10,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,5,0,0,11,0,12,0,0,3,0,8,0,0,0,0,0,0,100,0,8,22,9,0,79,0,0,10,0,0,0,0
2011-03-01,2,0,9,37,0,18,0,5,19,0,0,0,0,0,0,9,75,0,5,0,10,0,3,67,0,0,0,0,18,0,0,8,0,0,0,6,69,68,0,0,0,31,0,0,0,0,100,0,0,0,5,0,0,10,0,23,0,0,3,0,10,0,0,3,5,0,0,0,0,7,0,0,0,0,0,3,0,0,3,0,100
2011-04-01,4,27,10,40,0,19,0,4,0,0,0,13,0,0,23,10,0,0,5,0,0,0,0,0,0,6,0,4,0,0,0,9,4,4,0,5,75,0,0,0,0,0,0,0,4,0,0,0,6,0,11,0,0,0,0,13,0,19,3,0,8,0,0,3,0,3,0,0,8,0,0,0,0,0,0,11,0,0,4,0,0
2011-05-01,5,13,19,0,9,26,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,70,5,0,0,0,0,0,10,9,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,12,0,0,6,0,0,0,0,3,0,3,74,0,0,8,21,25,0,0,0,0,0,0,7,80,0
2011-06-01,5,13,19,0,0,16,14,7,0,0,0,13,0,0,0,10,0,0,0,0,0,0,4,0,0,6,0,3,0,8,0,0,0,3,0,0,0,0,0,0,100,11,0,0,0,0,0,0,0,0,0,100,11,11,0,12,0,0,0,0,8,0,0,0,5,0,0,0,15,8,0,0,0,0,0,3,0,0,5,0,0
2011-07-01,2,13,10,39,6,21,0,7,0,0,0,13,0,0,0,0,80,0,5,0,11,0,4,0,5,0,0,4,19,0,0,9,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,76,0,8,0,22,0,0,0,0,7,0,0,15,0,0
2011-08-01,4,0,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,5,0,3,0,0,10,0,0,0,0,5,0,69,3,0,0,10,0,0,0,0,0,0,6,0,5,96,0,0,12,12,4,18,0,0,15,0,0,3,0,0,0,0,7,0,0,0,0,21,13,3,0,12,9,0,0
2011-09-01,5,0,0,0,6,13,0,5,0,0,0,0,0,8,0,9,0,0,5,0,10,0,3,0,0,0,0,3,0,7,0,0,3,0,0,0,69,68,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,17,3,13,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,3,0,0,3,0,0
2011-10-01,3,12,18,0,0,13,0,0,0,0,0,0,0,0,21,0,0,0,0,0,10,0,3,67,0,11,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,10,0,26,3,0,0,0,6,0,5,0,0,10,0,0,3,0,3,13,7,0,0,3,0,0,0,0,15,0,0,0,0,0,0,3,0,0,8,0,0
2011-11-01,5,13,0,38,6,18,0,3,20,0,0,0,19,8,0,0,0,0,0,0,10,0,0,0,7,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,6,12,0,18,3,13,19,12,0,3,0,3,0,0,7,7,0,0,0,32,0,3,0,12,5,0,0
2011-12-01,4,23,13,0,11,20,0,3,0,19,0,11,0,8,20,0,0,0,4,0,0,0,3,63,0,5,0,0,33,0,18,0,6,0,15,0,65,0,0,0,0,10,0,12,3,0,0,0,5,0,5,0,10,0,0,11,0,16,3,0,16,0,0,4,0,0,0,0,7,7,0,7,100,0,0,3,0,0,6,0,0
2012-01-01,2,0,0,0,0,21,12,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,59,0,0,0,3,16,0,8,0,3,0,0,0,0,0,2,0,0,9,0,22,3,0,0,3,0,0,5,0,0,14,0,10,0,0,3,0,6,0,0,0,5,0,0,0,6,6,18,7,0,37,0,6,0,0,3,0,0
2012-02-01,6,0,0,0,0,26,0,3,0,0,0,0,0,7,19,0,66,0,0,0,0,0,3,60,4,5,0,0,0,0,0,11,0,0,14,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,9,0,9,9,0,10,0,0,0,0,6,0,0,5,5,0,0,0,0,6,0,0,0,0,0,3,0,0,7,0,0
2012-03-01,6,0,16,33,10,16,0,9,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,3,16,0,0,7,0,3,0,4,61,0,0,0,0,9,0,0,7,0,0,0,5,0,0,0,0,9,0,10,3,0,3,0,10,0,0,0,4,0,61,0,6,6,0,0,0,0,0,4,9,0,5,0,0
2012-04-01,4,0,0,34,0,22,0,3,18,0,0,0,0,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,3,15,0,64,0,0,100,0,19,0,0,5,0,0,3,5,49,5,0,0,10,0,11,0,0,4,12,7,0,0,3,5,3,0,0,7,7,0,7,0,0,0,6,0,0,4,0,0
2012-05-01,2,0,0,33,5,23,0,0,0,0,0,0,17,0,0,0,0,0,0,0,9,0,3,0,5,5,0,4,0,0,8,7,0,3,0,0,0,0,0,0,0,18,0,11,0,0,0,0,0,0,0,0,0,12,0,10,3,0,3,0,7,0,0,0,0,3,62,0,13,0,0,0,0,0,0,3,0,0,6,0,0
2012-06-01,2,12,8,71,0,20,0,6,0,0,0,11,0,8,20,0,0,0,0,0,0,0,3,63,5,5,0,0,0,0,9,8,0,3,15,5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,5,3,0,87,0,7,0,0,0,0,0,3,0,0,9,0,0
2012-07-01,3,12,0,0,6,13,0,0,0,0,0,0,0,0,0,9,0,0,5,0,10,0,0,65,0,11,100,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,10,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,24,0,0
2012-08-01,4,0,9,0,0,11,0,5,18,0,0,11,0,0,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,10,0,12,0,0,0,0,0,0,12,0,0,10,5,11,3,0,3,0,7,0,0,3,0,0,0,0,0,7,20,0,0,0,0,6,0,0,11,0,0
2012-09-01,3,11,0,0,5,16,0,8,18,0,0,0,0,8,0,0,0,17,0,0,0,0,0,0,5,0,0,3,0,7,9,0,3,0,0,5,65,0,0,0,0,0,8,12,6,0,0,3,5,0,9,0,0,0,0,11,3,0,5,0,10,0,0,0,0,0,0,0,0,0,19,0,0,19,0,3,0,0,8,0,0
2012-10-01,4,0,7,0,0,13,0,3,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,7,3,0,13,0,56,55,0,0,0,0,0,10,3,0,0,2,4,42,8,0,0,8,0,28,3,14,2,0,15,9,9,0,0,0,0,0,17,0,0,0,0,0,0,3,8,0,7,0,0
2012-11-01,5,0,0,0,5,17,0,5,0,0,0,0,0,7,0,0,0,0,0,0,8,0,3,0,4,4,0,0,0,6,8,7,3,0,0,4,0,0,2,0,0,8,0,0,3,0,0,0,4,0,8,0,0,8,0,9,0,14,7,0,8,0,0,2,0,0,57,0,6,6,17,0,0,0,0,0,8,0,3,0,0
2012-12-01,4,9,7,27,4,12,0,2,14,0,0,9,14,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,7,0,2,0,0,4,52,0,0,0,0,0,6,9,2,0,0,0,8,39,4,0,0,0,4,9,3,13,2,0,5,0,0,0,4,0,0,68,0,0,15,0,0,16,0,2,0,0,3,0,0
2013-01-01,3,9,6,0,4,18,0,3,0,0,0,8,0,6,0,0,53,0,3,0,0,0,2,47,0,4,0,0,0,0,7,0,0,2,0,7,48,0,0,0,0,7,0,0,2,0,0,2,8,0,0,0,7,7,4,8,0,12,2,0,8,0,8,0,0,2,0,0,5,5,14,6,0,0,0,5,0,0,6,0,0
2013-02-01,1,0,0,27,13,25,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,50,0,4,75,2,13,0,0,0,2,2,0,4,0,0,0,0,0,0,0,9,2,97,0,2,4,0,8,0,0,8,4,0,8,0,3,0,5,0,0,0,0,0,0,0,0,5,0,6,0,0,0,4,0,0,3,0,0
2013-03-01,5,8,12,25,0,17,0,4,13,0,83,8,0,5,0,6,0,0,0,8,7,0,0,0,3,0,0,0,0,0,6,5,2,0,0,3,0,0,2,0,0,7,0,0,0,0,0,0,15,0,3,0,0,7,0,10,0,12,3,0,5,0,0,0,3,0,47,0,5,0,0,0,0,0,0,2,6,0,3,51,0
2013-04-01,2,0,7,0,4,18,0,4,0,15,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,13,5,10,0,2,2,0,7,0,0,0,0,0,11,6,9,2,0,0,2,4,0,6,0,0,8,0,9,0,13,3,0,11,0,9,2,0,2,0,0,5,5,15,0,0,16,0,5,0,17,6,0,76
2013-05-01,3,0,0,28,4,16,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,4,0,0,13,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,71,0,23,0,9,0,0,6,0,5,0,0,2,4,0,0,0,5,5,0,6,0,0,0,6,0,0,3,0,0
2013-06-01,5,9,0,28,0,13,0,6,0,0,0,0,0,6,0,0,0,0,0,9,8,0,4,0,4,8,0,0,0,5,0,0,0,2,0,4,51,51,0,80,0,8,0,9,2,0,0,2,4,0,0,71,8,0,0,0,0,0,2,10,8,0,0,2,4,0,0,0,5,5,0,0,0,15,0,6,0,0,5,0,0
2013-07-01,2,0,0,0,0,29,0,4,15,0,0,0,0,6,0,7,0,0,0,0,0,0,0,51,0,8,0,2,0,6,0,6,0,2,12,6,53,0,0,0,72,16,0,0,2,100,0,0,4,0,4,72,8,8,0,36,3,0,2,10,6,0,0,0,4,2,0,0,5,0,16,6,0,16,0,3,0,0,15,0,0
2013-08-01,2,0,0,0,4,19,0,3,0,0,0,12,0,12,0,0,57,0,0,0,0,0,0,0,4,4,0,7,0,8,0,0,2,2,12,4,0,0,0,0,0,0,0,10,5,0,0,0,4,0,8,0,0,0,0,12,0,13,3,0,6,0,0,3,0,0,54,0,6,8,16,6,0,0,0,7,0,9,10,0,0
2013-09-01,5,9,7,0,4,13,10,2,14,0,0,9,0,0,0,0,0,14,4,9,0,97,0,50,0,4,0,4,0,5,14,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,9,9,3,0,2,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,5,0,0,6,0,0
2013-10-01,5,8,6,0,4,20,0,0,13,0,0,0,0,0,0,7,0,0,0,8,7,0,2,0,4,4,0,2,0,5,7,0,3,0,0,10,95,0,2,0,0,0,6,9,0,0,0,0,4,0,4,65,0,0,6,16,0,12,2,0,10,0,0,0,0,0,0,63,0,10,14,0,0,0,0,2,7,8,3,0,0
2013-11-01,5,0,6,0,6,17,0,2,13,0,0,0,0,6,0,0,0,0,3,13,7,0,0,46,4,4,0,2,12,0,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,64,7,7,0,8,2,0,3,0,10,0,0,2,4,0,0,0,0,5,14,0,0,14,0,2,0,8,8,0,0
2013-12-01,5,8,0,0,0,16,0,2,12,13,0,0,0,5,27,0,0,0,9,0,0,0,4,0,3,0,0,2,0,5,0,0,2,2,10,6,44,0,2,0,0,0,0,8,2,0,0,0,4,0,3,0,0,7,0,0,0,11,2,8,9,0,0,0,0,0,0,0,7,9,0,5,0,0,0,2,0,7,5,0,64
2014-01-01,4,0,5,22,3,19,0,4,0,0,74,0,0,7,13,0,0,0,0,0,6,78,0,0,3,0,0,0,0,0,6,7,0,3,10,12,0,0,2,0,0,12,0,12,2,0,0,2,3,0,3,57,0,6,0,14,3,11,5,8,9,0,0,2,3,0,0,0,4,7,12,5,0,13,8,2,0,0,5,45,0
2014-02-01,3,0,6,49,4,22,0,0,0,0,0,0,13,0,0,0,100,0,0,0,0,0,0,44,0,0,68,0,0,10,0,5,2,2,0,3,0,45,2,0,0,7,0,8,0,0,0,2,4,0,7,0,0,7,0,10,2,12,6,9,8,0,8,2,3,0,0,0,5,5,13,0,0,14,8,3,0,0,4,0,0
2014-03-01,3,0,6,34,8,24,0,3,0,0,0,15,0,0,0,6,0,0,0,0,6,0,2,42,0,0,0,0,11,0,6,0,2,0,0,3,43,0,4,0,0,19,0,0,0,0,0,0,3,32,3,0,0,6,4,14,0,0,4,0,5,7,7,0,0,0,44,0,4,5,0,0,0,13,8,2,6,0,3,0,0
