date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Cherimoya,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Lychee,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radishes,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangerines,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2014-04-01,4,8,0,24,4,22,0,2,0,0,0,0,0,5,0,0,0,0,3,12,0,0,0,44,0,3,0,2,15,5,6,5,2,0,0,5,0,0,2,0,0,7,0,0,3,0,0,2,4,0,8,0,7,0,7,18,0,0,4,0,7,0,8,2,3,2,46,0,6,0,13,5,0,0,0,5,0,0,3,0,0
2014-05-01,3,16,6,25,4,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,4,0,2,0,5,9,5,0,3,11,5,46,0,0,0,0,7,0,9,2,88,0,0,0,35,3,64,0,10,4,16,0,12,2,9,12,0,0,2,0,2,47,0,5,5,14,16,0,0,0,2,6,0,5,0,0
2014-06-01,4,0,0,27,0,16,10,4,0,0,0,9,0,0,0,14,0,0,3,0,7,0,5,0,0,4,74,2,0,10,14,0,4,0,0,4,0,0,0,0,0,7,0,9,2,0,0,4,4,0,4,69,0,10,0,8,0,0,3,0,5,0,8,3,4,0,0,0,10,8,15,6,0,0,0,8,0,8,5,0,0
2014-07-01,1,27,7,0,4,14,0,5,14,0,0,0,0,6,0,0,0,0,5,9,7,0,5,0,0,0,0,2,0,5,0,6,2,2,12,7,0,0,2,0,0,7,0,9,2,0,0,2,0,0,4,69,0,8,0,8,3,0,6,10,5,0,0,0,4,0,0,0,5,5,0,0,0,0,0,0,0,0,12,0,0
2014-08-01,5,9,7,28,4,16,0,4,0,0,0,0,0,0,0,14,0,0,4,9,0,0,0,51,4,4,0,2,0,0,7,0,2,0,12,0,52,0,2,0,71,15,0,19,0,0,0,2,0,0,6,71,8,0,9,17,0,13,4,10,6,0,0,2,0,0,0,0,0,5,15,0,0,0,0,0,0,9,15,0,0
2014-09-01,3,9,0,0,4,11,0,5,0,0,0,8,0,6,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,5,10,0,0,0,11,10,49,0,0,0,0,0,6,0,2,0,0,0,0,0,5,0,0,15,8,12,2,0,0,0,16,0,0,0,4,0,0,0,5,0,29,6,0,0,0,3,7,8,6,0,0
2014-10-01,4,0,0,0,6,17,9,2,13,0,0,0,13,8,0,0,0,0,3,0,0,0,0,46,3,0,0,2,12,5,6,0,0,2,0,5,95,0,0,0,0,0,0,9,4,0,0,0,0,0,7,0,0,7,8,12,2,12,4,0,7,0,0,0,0,0,48,0,5,5,28,0,0,0,0,7,0,0,2,51,0
2014-11-01,6,0,6,0,4,18,0,2,0,0,0,0,0,0,14,6,0,0,3,0,0,0,4,45,0,4,0,2,0,10,6,0,2,2,0,5,47,0,0,0,0,7,6,0,0,0,0,2,4,0,3,0,7,0,0,16,0,0,5,0,5,0,8,2,10,0,48,63,15,10,14,0,0,14,0,2,0,0,6,0,0
2014-12-01,3,8,6,0,4,18,0,2,0,0,0,0,0,5,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,44,0,0,0,0,7,0,12,3,0,0,0,4,0,5,60,7,7,0,15,2,11,5,0,6,0,0,2,3,0,45,59,5,0,0,0,68,26,16,0,6,0,2,0,0
2015-01-01,4,7,5,0,6,20,0,4,12,0,0,0,12,0,0,6,0,0,0,0,0,0,2,41,0,0,0,2,22,0,0,7,2,2,10,0,42,0,2,0,58,12,0,8,0,0,0,0,3,33,4,58,6,0,3,11,0,11,3,0,4,0,0,2,3,0,43,0,7,4,12,0,0,0,0,2,6,7,5,0,0
2015-02-01,2,0,12,73,4,20,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,44,0,0,67,2,12,0,0,8,0,2,11,5,92,45,4,0,0,0,0,8,0,0,0,0,4,0,7,0,7,7,0,15,0,11,2,0,5,0,0,2,0,0,0,60,5,7,13,0,0,14,0,4,0,0,4,100,0
2015-03-01,4,0,0,0,5,18,0,3,12,0,0,0,0,0,0,6,0,11,3,0,6,0,0,41,3,3,0,0,11,9,11,5,0,2,10,3,43,0,0,0,0,6,0,8,2,0,0,0,3,32,6,0,0,13,3,11,0,0,5,8,4,0,7,2,0,0,0,0,7,7,12,0,0,0,0,2,6,0,3,0,0
2015-04-01,4,8,6,37,5,20,0,4,26,0,84,0,13,5,0,6,0,0,0,0,7,0,0,45,0,4,0,2,0,5,6,5,2,2,0,3,46,0,2,73,0,10,0,0,2,0,0,0,4,35,10,0,0,14,8,12,0,0,2,9,5,0,0,3,0,0,0,0,7,5,27,0,0,14,0,2,6,8,4,0,0
2015-05-01,3,0,0,24,4,15,0,4,0,0,0,0,0,0,14,6,0,0,0,8,0,0,2,44,0,4,0,0,12,10,6,5,0,2,16,4,0,0,0,0,0,0,0,13,0,0,0,0,7,0,10,62,0,9,4,19,2,0,2,9,10,8,0,2,0,0,0,0,11,5,0,5,71,14,0,5,0,0,6,0,0
2015-06-01,4,0,0,0,4,22,0,3,13,0,82,0,0,5,0,0,0,0,0,0,7,87,7,45,0,4,0,0,0,5,9,0,3,0,0,5,46,0,2,0,0,0,0,8,3,0,0,2,4,0,0,63,7,7,4,8,5,23,3,9,10,15,0,2,3,0,0,0,5,14,0,11,0,14,0,7,6,8,11,50,0
2015-07-01,2,11,0,0,4,21,9,2,13,0,0,8,0,11,0,0,0,0,0,0,0,0,0,46,0,4,70,2,0,5,0,6,0,2,0,0,0,0,2,0,0,0,6,26,2,89,0,0,0,36,5,0,14,7,4,0,2,12,0,9,5,8,0,0,0,2,0,0,0,0,14,0,0,0,0,2,7,0,19,0,0
2015-08-01,3,0,0,0,4,20,9,9,13,0,0,8,13,0,0,6,0,0,0,8,0,0,0,0,0,4,0,2,12,5,6,0,3,2,11,7,0,0,2,0,0,10,0,9,2,0,68,0,0,0,3,64,7,7,4,20,5,12,3,0,10,0,0,2,3,0,0,0,10,5,14,5,0,21,0,4,6,0,9,0,0
2015-09-01,3,0,6,0,6,28,0,4,13,0,0,0,12,5,0,6,0,12,3,16,0,0,2,0,0,0,0,6,12,5,6,0,4,0,0,3,0,0,2,0,62,7,5,0,2,0,0,0,4,0,5,0,0,7,4,8,2,0,3,9,5,15,0,0,0,2,0,0,7,0,0,5,70,14,0,6,0,0,4,0,0
2015-10-01,6,0,0,0,3,23,0,3,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,3,0,2,11,4,6,5,4,2,10,4,42,0,2,0,0,6,0,8,2,0,0,2,0,0,3,0,0,13,0,11,0,11,3,0,10,7,0,0,3,0,0,0,9,4,37,5,0,0,0,4,6,0,2,0,0
2015-11-01,6,0,6,0,9,16,0,5,0,0,0,0,0,20,25,0,0,0,3,7,6,0,0,0,3,3,0,4,0,4,6,0,0,2,0,7,0,0,0,0,58,6,5,8,2,0,0,2,3,0,7,0,6,15,3,7,2,11,3,8,9,0,0,2,3,0,42,55,4,4,0,0,0,0,0,3,9,0,6,0,0
2015-12-01,3,0,5,22,3,22,0,2,11,0,0,0,0,0,0,0,44,11,4,15,6,0,0,0,3,3,60,2,0,0,6,7,2,0,9,3,40,0,2,0,55,0,0,0,4,0,0,0,7,0,9,0,0,0,0,7,2,10,6,8,9,0,7,2,0,0,0,0,0,4,12,0,0,12,15,4,0,0,3,0,0
2016-01-01,4,7,5,22,3,24,8,2,0,0,0,0,0,10,0,11,0,0,0,0,6,79,2,0,3,5,0,2,11,4,6,0,2,0,15,3,42,0,2,0,0,6,0,16,6,0,0,2,3,32,10,56,0,6,3,7,0,10,3,8,10,0,0,2,3,2,0,0,4,7,0,0,0,38,7,6,6,0,5,46,0
2016-02-01,5,8,6,0,7,20,0,5,0,0,78,0,0,10,0,0,47,11,0,8,0,0,0,42,0,0,0,2,0,0,18,7,2,2,10,6,0,0,2,0,0,0,0,12,2,0,0,2,3,0,10,0,0,6,4,11,0,0,5,8,5,0,0,2,3,0,0,0,8,7,0,0,0,26,0,3,6,0,6,47,0
2016-03-01,2,7,0,0,5,26,0,2,12,0,0,0,0,7,0,6,0,11,0,0,6,0,0,41,0,3,0,0,11,0,6,10,2,0,10,3,63,42,3,65,0,0,0,8,2,0,0,3,7,32,5,58,0,0,3,18,0,21,2,0,11,0,0,2,0,2,0,0,11,6,12,0,0,0,8,4,0,0,5,0,0
2016-04-01,4,8,6,100,4,24,0,2,13,0,0,0,0,6,0,13,0,0,0,8,7,0,0,0,0,5,0,2,18,10,6,5,2,2,0,7,47,0,2,0,0,7,0,0,3,0,0,2,0,0,5,64,0,7,0,16,2,12,4,0,5,0,0,2,5,0,47,0,10,7,14,0,0,14,0,6,0,0,8,0,0
2016-05-01,3,8,6,24,4,18,9,3,0,0,0,8,13,0,0,6,0,0,0,16,13,86,2,0,3,5,0,2,12,5,18,0,0,3,11,5,0,0,2,0,0,0,0,0,4,0,0,2,7,35,7,0,0,7,0,15,0,0,7,0,10,8,8,2,3,0,0,0,8,5,0,5,0,14,0,4,0,0,6,50,0
2016-06-01,3,11,0,0,6,20,0,5,13,0,0,0,0,6,0,13,52,0,5,0,7,0,2,0,0,6,0,2,12,7,0,0,0,4,11,5,47,0,2,0,65,7,0,0,2,0,0,2,4,36,6,98,0,7,4,8,2,12,2,9,8,0,8,2,5,0,0,0,5,7,0,5,0,0,0,10,0,8,12,0,0
2016-07-01,3,9,7,0,4,14,0,6,14,0,0,9,0,6,15,14,0,0,3,0,0,97,2,100,4,4,0,2,0,5,7,0,2,2,0,0,51,0,2,0,0,8,6,9,2,0,0,0,4,0,9,70,8,8,4,14,8,0,2,10,13,0,0,2,4,0,0,0,5,11,22,6,0,0,0,4,0,0,17,0,0
2016-08-01,3,9,0,28,9,15,0,5,15,0,94,9,0,6,0,7,0,0,4,9,0,0,3,0,0,0,0,2,0,5,7,6,2,5,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,4,26,3,0,2,10,11,0,0,3,6,0,0,0,5,5,15,0,0,0,0,7,0,0,10,0,0
2016-09-01,6,0,0,0,0,18,0,5,15,0,0,0,15,0,0,0,0,0,0,0,0,0,3,52,0,8,79,4,0,6,7,6,5,0,0,0,0,0,2,0,0,0,0,0,3,0,0,2,0,0,4,0,8,12,7,18,4,0,4,0,8,0,0,2,4,2,54,0,6,0,0,0,83,21,10,0,0,0,3,0,0
2016-10-01,6,9,0,0,4,13,0,2,14,0,0,9,0,6,15,7,0,13,0,0,15,94,2,48,0,0,0,2,13,0,7,0,2,4,0,3,99,0,0,0,0,15,0,0,5,0,0,0,4,38,16,0,0,7,0,17,5,0,7,9,18,0,0,2,4,2,0,0,7,5,15,0,0,0,0,2,0,0,5,0,0
2016-11-01,3,0,6,27,4,16,0,5,0,0,0,0,0,6,15,0,0,0,3,18,7,0,0,48,0,5,74,2,0,5,7,0,5,0,12,5,100,49,2,0,0,15,0,9,5,0,0,0,4,0,6,68,7,0,0,33,2,25,0,0,7,0,0,2,0,0,0,66,5,5,0,6,0,15,0,2,7,0,5,0,0
2016-12-01,5,8,0,0,6,23,0,3,0,0,0,0,0,22,0,13,0,12,3,8,0,0,2,46,0,4,0,2,0,0,13,0,2,2,0,3,0,0,0,0,64,7,0,9,0,0,0,0,0,0,7,0,0,7,0,24,2,16,3,0,7,0,0,2,0,0,0,0,15,0,0,0,0,14,0,4,0,0,4,0,0
2017-01-01,3,8,0,24,0,20,0,4,0,0,0,0,0,5,0,0,0,0,3,8,0,82,0,43,0,0,65,2,11,5,0,5,2,2,10,5,44,0,2,0,0,13,0,8,2,0,0,4,7,0,5,0,0,10,4,25,0,11,4,8,7,0,0,2,3,0,0,0,5,5,13,0,0,0,8,0,6,0,4,48,65
2017-02-01,9,0,6,26,5,26,0,11,13,0,0,0,0,0,0,6,0,0,3,9,0,0,0,0,0,7,0,2,0,0,6,6,2,0,11,8,0,0,0,0,0,14,0,17,0,0,0,0,0,0,7,0,0,7,0,8,3,0,4,0,10,0,0,2,5,2,0,0,10,15,21,0,73,24,9,2,7,0,7,0,0
2017-03-01,5,0,6,23,4,25,9,3,12,0,0,8,12,10,0,0,0,0,3,0,0,0,2,0,0,3,0,4,0,5,12,0,0,4,0,3,87,0,3,0,0,6,0,12,2,0,0,4,4,100,6,0,7,10,4,17,3,0,2,0,14,0,0,0,3,0,0,0,12,6,0,0,0,0,0,3,0,0,8,0,0
2017-04-01,1,8,0,25,8,16,9,5,0,0,84,8,0,6,0,6,0,0,3,8,14,0,5,46,3,4,0,2,12,5,6,6,2,2,11,3,0,0,0,0,0,14,0,9,2,0,68,0,0,0,10,0,7,14,4,18,0,0,2,0,10,0,0,3,0,2,0,0,7,5,0,13,0,14,8,4,0,16,4,51,0
2017-05-01,3,0,0,41,6,20,0,4,14,0,0,0,14,6,0,0,0,0,0,0,11,0,5,74,0,4,0,2,0,0,7,0,5,2,0,4,0,100,2,0,69,11,0,0,2,0,0,2,8,0,15,69,8,11,4,17,0,0,5,0,5,0,8,4,4,0,0,0,7,0,15,6,0,0,0,2,7,8,8,55,0
2017-06-01,2,16,14,0,5,19,0,5,0,0,100,10,0,7,17,0,0,0,0,0,0,0,5,54,0,4,0,0,14,6,8,6,0,5,0,4,0,0,0,0,0,8,0,20,0,0,0,5,0,0,14,0,0,8,5,14,6,14,5,0,8,0,0,2,7,5,0,0,6,12,0,6,85,0,10,3,0,0,12,60,0
2017-07-01,2,30,0,30,0,12,0,4,0,0,100,10,0,0,0,8,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,13,6,0,0,2,0,76,8,0,31,0,0,0,2,9,0,10,0,0,12,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,6,17,0,0,17,0,4,0,0,24,0,0
2017-08-01,3,14,0,28,4,19,0,7,0,0,0,0,0,12,0,7,58,0,4,9,8,0,0,76,0,4,0,5,0,5,7,0,5,2,0,0,0,0,2,0,0,8,0,10,2,0,0,2,0,0,11,71,8,12,4,20,4,0,7,20,14,0,0,2,4,0,0,0,11,5,0,0,0,16,0,4,0,0,12,0,0
2017-09-01,6,9,7,28,4,20,10,5,0,0,0,0,0,6,16,0,58,14,0,0,0,100,3,0,0,4,0,3,0,6,7,6,5,0,0,4,0,52,2,0,0,8,0,10,5,0,0,2,0,0,4,0,0,8,4,21,0,13,4,10,8,0,0,2,4,0,54,0,11,6,31,6,0,32,0,3,7,9,3,0,0
2017-10-01,5,9,0,0,8,15,0,6,14,0,0,8,0,6,0,0,0,0,0,0,7,0,2,48,4,4,0,2,0,5,7,6,2,0,0,7,49,49,2,0,67,0,0,0,2,0,0,2,4,0,7,67,15,7,8,0,0,25,3,9,10,8,0,3,0,0,0,0,5,10,22,6,0,22,0,0,0,0,7,0,0
2017-11-01,3,8,6,50,6,15,0,2,0,0,0,0,0,6,0,6,0,0,3,8,7,0,0,91,3,0,0,2,0,0,6,0,0,7,11,7,94,0,0,74,0,0,0,0,2,0,0,2,0,36,7,0,0,11,0,0,4,0,5,9,5,8,0,3,0,0,0,0,10,12,14,0,0,35,17,3,6,0,3,0,0
2017-12-01,5,16,6,0,7,15,0,4,0,0,0,8,19,16,0,12,0,12,3,0,7,85,0,44,3,0,66,2,12,5,6,0,2,0,0,5,45,89,4,0,0,7,0,0,2,0,0,2,0,0,8,0,0,0,4,38,0,11,2,17,5,0,7,4,3,2,0,0,12,5,26,5,0,27,0,4,0,0,5,0,0
2018-01-01,7,8,0,46,6,14,0,8,0,0,78,0,0,8,0,18,0,0,0,0,10,0,2,42,10,0,0,2,11,0,9,5,2,2,10,5,43,0,3,0,59,6,0,16,2,0,63,0,0,33,11,0,0,6,0,22,2,11,4,0,12,0,0,4,3,0,44,0,6,5,19,5,66,17,0,2,12,0,3,0,0
2018-02-01,7,8,6,49,6,20,0,7,0,0,0,8,25,5,0,6,0,0,0,8,14,0,2,0,3,0,0,4,12,5,13,5,2,2,0,5,0,0,2,0,63,7,0,0,0,0,0,3,4,36,3,0,0,7,4,18,2,12,5,0,5,0,8,4,7,0,0,0,5,7,14,0,0,14,0,7,10,0,3,0,0
2018-03-01,4,8,6,23,7,17,0,6,0,0,0,7,12,10,0,6,0,11,3,0,6,0,2,62,0,3,63,3,0,4,14,5,2,2,0,6,0,0,0,0,0,6,0,0,3,0,0,4,0,0,6,0,0,13,4,18,2,11,4,8,9,7,0,0,0,0,0,0,9,9,0,5,0,13,0,2,6,0,6,0,0
2018-04-01,5,9,0,26,4,20,0,9,14,0,0,0,13,6,15,7,0,0,3,0,0,0,2,0,0,4,71,2,13,5,7,0,0,2,12,7,49,0,0,77,0,11,0,0,2,0,0,2,4,37,11,0,7,14,0,22,0,0,8,0,8,8,0,0,0,0,0,0,5,8,14,6,0,29,0,5,0,8,5,0,0
2018-05-01,4,0,0,26,9,22,0,5,0,0,0,16,0,6,0,0,0,0,3,8,7,0,3,0,4,4,0,3,0,5,13,0,2,2,11,3,95,0,2,0,0,14,6,0,0,0,0,0,6,0,11,0,0,7,0,24,7,0,8,9,5,0,0,3,4,0,96,0,8,0,0,11,74,21,0,7,0,0,7,0,0
2018-06-01,3,11,6,25,6,22,0,6,0,14,0,8,0,6,0,0,0,0,3,0,14,0,3,45,0,4,0,2,0,0,13,6,0,2,0,10,0,0,2,0,0,10,0,0,0,0,0,0,4,0,9,0,0,9,4,29,2,12,2,9,5,8,0,2,4,0,0,0,5,5,14,0,72,0,0,2,0,0,14,51,0
2018-07-01,3,8,0,0,6,21,9,9,13,0,84,8,0,0,0,13,0,12,3,8,7,0,2,45,3,4,0,4,12,6,0,5,3,4,11,3,47,0,0,0,64,7,0,0,0,0,0,2,0,0,13,0,0,14,0,21,3,0,2,9,7,0,0,4,0,4,0,0,6,10,0,0,0,14,8,3,0,0,16,50,0
2018-08-01,5,8,0,51,8,15,0,5,13,0,0,16,0,6,14,6,0,0,3,9,0,0,0,92,3,6,0,4,0,7,13,0,2,2,11,3,47,0,2,74,65,7,0,9,3,0,69,2,4,0,7,0,7,7,4,24,3,0,4,0,10,0,8,2,4,0,48,0,10,5,14,0,0,14,0,7,0,0,15,0,0
2018-09-01,4,0,0,0,4,23,0,9,14,0,0,0,0,6,0,0,53,0,3,9,7,0,5,0,0,4,0,2,0,10,10,0,2,2,15,5,0,0,0,0,0,14,0,0,0,0,0,2,4,0,7,67,7,0,0,8,2,0,5,0,7,0,0,3,0,2,100,0,5,10,73,0,0,22,9,5,0,0,8,0,0
2018-10-01,5,8,6,0,6,20,0,8,19,0,0,0,0,5,28,13,0,0,3,8,7,0,2,45,3,4,0,4,18,5,6,0,4,2,0,3,61,0,2,72,0,7,0,8,0,86,0,3,4,0,10,0,0,7,8,8,2,0,2,9,18,0,0,2,3,0,0,0,7,8,0,0,0,42,0,6,6,8,5,0,0
2018-11-01,4,0,6,49,6,17,9,8,0,0,0,10,13,5,0,0,0,12,5,12,7,86,2,0,3,0,67,2,12,0,0,5,4,2,11,8,61,0,0,0,62,7,5,8,2,0,0,4,4,0,10,63,0,7,4,19,0,23,4,0,12,0,8,3,3,0,93,0,5,5,27,0,0,14,0,2,0,0,3,0,0
2018-12-01,2,16,0,0,7,20,0,7,0,0,0,8,0,5,0,6,0,0,3,8,0,0,0,0,6,5,0,2,11,5,6,7,2,3,0,6,0,0,2,0,0,0,0,8,0,0,0,0,4,0,10,60,0,7,4,15,2,11,4,0,9,0,0,2,0,0,0,59,12,18,26,0,0,13,0,4,6,0,2,48,0
